Country,Ranking criterion,Quintile1,Metric,Variable,Value,Level 1 ,Category,Year,Calc Type,Quintile,lower,lower1
DK,wage,4,Employment level,"Part time,2024",127961,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
DK,wage,5,Employment level,"Part time,2024",71608,Working hours,Part time,2024,Job-wage,High,part time,job-wage
EE,educ,1,Employment level,"Part time,2024",8198,Working hours,Part time,2024,Education,Low,part time,education
EE,educ,2,Employment level,"Part time,2024",18752,Working hours,Part time,2024,Education,Mid-low,part time,education
EE,educ,3,Employment level,"Part time,2024",23080,Working hours,Part time,2024,Education,Mid,part time,education
EE,educ,4,Employment level,"Part time,2024",15421,Working hours,Part time,2024,Education,Mid-high,part time,education
EE,educ,5,Employment level,"Part time,2024",22996,Working hours,Part time,2024,Education,High,part time,education
EE,jobq,1,Employment level,"Part time,2024",16462,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
EE,jobq,2,Employment level,"Part time,2024",12250,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
EE,jobq,3,Employment level,"Part time,2024",24972,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
EE,jobq,4,Employment level,"Part time,2024",18035,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
EE,jobq,5,Employment level,"Part time,2024",16727,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
EE,wage,1,Employment level,"Part time,2024",34635,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
EE,wage,2,Employment level,"Part time,2024",13292,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
EE,wage,3,Employment level,"Part time,2024",11769,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
EE,wage,4,Employment level,"Part time,2024",13680,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
EE,wage,5,Employment level,"Part time,2024",15070,Working hours,Part time,2024,Job-wage,High,part time,job-wage
EL,educ,1,Employment level,"Part time,2024",53061,Working hours,Part time,2024,Education,Low,part time,education
EL,educ,2,Employment level,"Part time,2024",53508,Working hours,Part time,2024,Education,Mid-low,part time,education
EL,educ,3,Employment level,"Part time,2024",62295,Working hours,Part time,2024,Education,Mid,part time,education
EL,educ,4,Employment level,"Part time,2024",32289,Working hours,Part time,2024,Education,Mid-high,part time,education
EL,educ,5,Employment level,"Part time,2024",69103,Working hours,Part time,2024,Education,High,part time,education
EL,jobq,1,Employment level,"Part time,2024",62229,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
EL,jobq,2,Employment level,"Part time,2024",37936,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
EL,jobq,3,Employment level,"Part time,2024",61591,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
EL,jobq,4,Employment level,"Part time,2024",72302,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
EL,jobq,5,Employment level,"Part time,2024",36199,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
EL,wage,1,Employment level,"Part time,2024",68933,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
EL,wage,2,Employment level,"Part time,2024",79838,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
EL,wage,3,Employment level,"Part time,2024",33375,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
EL,wage,4,Employment level,"Part time,2024",25118,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
EL,wage,5,Employment level,"Part time,2024",62994,Working hours,Part time,2024,Job-wage,High,part time,job-wage
ES,educ,1,Employment level,"Part time,2024",615684,Working hours,Part time,2024,Education,Low,part time,education
ES,educ,2,Employment level,"Part time,2024",700774,Working hours,Part time,2024,Education,Mid-low,part time,education
ES,educ,3,Employment level,"Part time,2024",598572,Working hours,Part time,2024,Education,Mid,part time,education
ES,educ,4,Employment level,"Part time,2024",518743,Working hours,Part time,2024,Education,Mid-high,part time,education
ES,educ,5,Employment level,"Part time,2024",448910,Working hours,Part time,2024,Education,High,part time,education
ES,jobq,1,Employment level,"Part time,2024",760123,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
ES,jobq,2,Employment level,"Part time,2024",379121,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
ES,jobq,3,Employment level,"Part time,2024",734897,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
ES,jobq,4,Employment level,"Part time,2024",590182,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
ES,jobq,5,Employment level,"Part time,2024",418360,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
ES,wage,1,Employment level,"Part time,2024",1126107,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
ES,wage,2,Employment level,"Part time,2024",652128,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
ES,wage,3,Employment level,"Part time,2024",405221,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
ES,wage,4,Employment level,"Part time,2024",359968,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
ES,wage,5,Employment level,"Part time,2024",339259,Working hours,Part time,2024,Job-wage,High,part time,job-wage
FI,educ,1,Employment level,"Part time,2024",83953,Working hours,Part time,2024,Education,Low,part time,education
FI,educ,2,Employment level,"Part time,2024",102148,Working hours,Part time,2024,Education,Mid-low,part time,education
FI,educ,3,Employment level,"Part time,2024",110848,Working hours,Part time,2024,Education,Mid,part time,education
FI,educ,4,Employment level,"Part time,2024",60282,Working hours,Part time,2024,Education,Mid-high,part time,education
FI,educ,5,Employment level,"Part time,2024",56688,Working hours,Part time,2024,Education,High,part time,education
FI,jobq,1,Employment level,"Part time,2024",87641,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
FI,jobq,2,Employment level,"Part time,2024",108547,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
FI,jobq,3,Employment level,"Part time,2024",108182,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
FI,jobq,4,Employment level,"Part time,2024",54086,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
FI,jobq,5,Employment level,"Part time,2024",55463,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
FI,wage,1,Employment level,"Part time,2024",143438,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
FI,wage,2,Employment level,"Part time,2024",123323,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
FI,wage,3,Employment level,"Part time,2024",50509,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
FI,wage,4,Employment level,"Part time,2024",52770,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
FI,wage,5,Employment level,"Part time,2024",43878,Working hours,Part time,2024,Job-wage,High,part time,job-wage
FR,educ,1,Employment level,"Part time,2024",1002455,Working hours,Part time,2024,Education,Low,part time,education
FR,educ,2,Employment level,"Part time,2024",999891,Working hours,Part time,2024,Education,Mid-low,part time,education
FR,educ,3,Employment level,"Part time,2024",798784,Working hours,Part time,2024,Education,Mid,part time,education
FR,educ,4,Employment level,"Part time,2024",906918,Working hours,Part time,2024,Education,Mid-high,part time,education
FR,educ,5,Employment level,"Part time,2024",875836,Working hours,Part time,2024,Education,High,part time,education
FR,jobq,1,Employment level,"Part time,2024",815704,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
FR,jobq,2,Employment level,"Part time,2024",1150542,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
FR,jobq,3,Employment level,"Part time,2024",918539,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
FR,jobq,4,Employment level,"Part time,2024",760816,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
FR,jobq,5,Employment level,"Part time,2024",938284,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
FR,wage,1,Employment level,"Part time,2024",1415978,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
FR,wage,2,Employment level,"Part time,2024",887036,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
FR,wage,3,Employment level,"Part time,2024",815905,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
FR,wage,4,Employment level,"Part time,2024",604517,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
FR,wage,5,Employment level,"Part time,2024",860450,Working hours,Part time,2024,Job-wage,High,part time,job-wage
HR,educ,1,Employment level,"Part time,2024",12771,Working hours,Part time,2024,Education,Low,part time,education
HR,educ,2,Employment level,"Part time,2024",7483,Working hours,Part time,2024,Education,Mid-low,part time,education
HR,educ,3,Employment level,"Part time,2024",8314,Working hours,Part time,2024,Education,Mid,part time,education
HR,educ,4,Employment level,"Part time,2024",9917,Working hours,Part time,2024,Education,Mid-high,part time,education
HR,educ,5,Employment level,"Part time,2024",10878,Working hours,Part time,2024,Education,High,part time,education
HR,jobq,1,Employment level,"Part time,2024",14180,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
HR,jobq,2,Employment level,"Part time,2024",8127,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
HR,jobq,3,Employment level,"Part time,2024",7208,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
HR,jobq,4,Employment level,"Part time,2024",11183,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
HR,jobq,5,Employment level,"Part time,2024",8664,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
HR,wage,1,Employment level,"Part time,2024",13670,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
HR,wage,2,Employment level,"Part time,2024",8005,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
HR,wage,3,Employment level,"Part time,2024",9839,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
HR,wage,4,Employment level,"Part time,2024",7800,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
HR,wage,5,Employment level,"Part time,2024",10048,Working hours,Part time,2024,Job-wage,High,part time,job-wage
HU,educ,1,Employment level,"Part time,2024",54909,Working hours,Part time,2024,Education,Low,part time,education
HU,educ,2,Employment level,"Part time,2024",22773,Working hours,Part time,2024,Education,Mid-low,part time,education
HU,educ,3,Employment level,"Part time,2024",42680,Working hours,Part time,2024,Education,Mid,part time,education
HU,educ,4,Employment level,"Part time,2024",36430,Working hours,Part time,2024,Education,Mid-high,part time,education
HU,educ,5,Employment level,"Part time,2024",36841,Working hours,Part time,2024,Education,High,part time,education
HU,jobq,1,Employment level,"Part time,2024",48464,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
HU,jobq,2,Employment level,"Part time,2024",26966,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
HU,jobq,3,Employment level,"Part time,2024",44080,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
HU,jobq,4,Employment level,"Part time,2024",33855,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
HU,jobq,5,Employment level,"Part time,2024",40268,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
HU,wage,1,Employment level,"Part time,2024",66590,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
HU,wage,2,Employment level,"Part time,2024",43255,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
HU,wage,3,Employment level,"Part time,2024",25459,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
HU,wage,4,Employment level,"Part time,2024",25694,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
HU,wage,5,Employment level,"Part time,2024",32634,Working hours,Part time,2024,Job-wage,High,part time,job-wage
IE,educ,1,Employment level,"Part time,2024",93241,Working hours,Part time,2024,Education,Low,part time,education
IE,educ,2,Employment level,"Part time,2024",175166,Working hours,Part time,2024,Education,Mid-low,part time,education
IE,educ,3,Employment level,"Part time,2024",121234,Working hours,Part time,2024,Education,Mid,part time,education
IE,educ,4,Employment level,"Part time,2024",62356,Working hours,Part time,2024,Education,Mid-high,part time,education
IE,educ,5,Employment level,"Part time,2024",70043,Working hours,Part time,2024,Education,High,part time,education
IE,jobq,1,Employment level,"Part time,2024",133055,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
IE,jobq,2,Employment level,"Part time,2024",122627,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
IE,jobq,3,Employment level,"Part time,2024",126790,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
IE,jobq,4,Employment level,"Part time,2024",72205,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
IE,jobq,5,Employment level,"Part time,2024",67362,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
IE,wage,1,Employment level,"Part time,2024",171792,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
IE,wage,2,Employment level,"Part time,2024",140477,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
IE,wage,3,Employment level,"Part time,2024",95434,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
IE,wage,4,Employment level,"Part time,2024",65484,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
IE,wage,5,Employment level,"Part time,2024",48853,Working hours,Part time,2024,Job-wage,High,part time,job-wage
IT,educ,1,Employment level,"Part time,2024",620890,Working hours,Part time,2024,Education,Low,part time,education
IT,educ,2,Employment level,"Part time,2024",923889,Working hours,Part time,2024,Education,Mid-low,part time,education
IT,educ,3,Employment level,"Part time,2024",946541,Working hours,Part time,2024,Education,Mid,part time,education
IT,educ,4,Employment level,"Part time,2024",764204,Working hours,Part time,2024,Education,Mid-high,part time,education
IT,educ,5,Employment level,"Part time,2024",622863,Working hours,Part time,2024,Education,High,part time,education
IT,jobq,1,Employment level,"Part time,2024",944393,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
IT,jobq,2,Employment level,"Part time,2024",626949,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
IT,jobq,3,Employment level,"Part time,2024",1077242,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
IT,jobq,4,Employment level,"Part time,2024",615572,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
IT,jobq,5,Employment level,"Part time,2024",614231,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
IT,wage,1,Employment level,"Part time,2024",1502283,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
IT,wage,2,Employment level,"Part time,2024",897990,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
IT,wage,3,Employment level,"Part time,2024",507947,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
IT,wage,4,Employment level,"Part time,2024",514231,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
IT,wage,5,Employment level,"Part time,2024",455936,Working hours,Part time,2024,Job-wage,High,part time,job-wage
LT,educ,1,Employment level,"Part time,2024",16691,Working hours,Part time,2024,Education,Low,part time,education
LT,educ,2,Employment level,"Part time,2024",12384,Working hours,Part time,2024,Education,Mid-low,part time,education
LT,educ,3,Employment level,"Part time,2024",17028,Working hours,Part time,2024,Education,Mid,part time,education
LT,educ,4,Employment level,"Part time,2024",20207,Working hours,Part time,2024,Education,Mid-high,part time,education
LT,educ,5,Employment level,"Part time,2024",18019,Working hours,Part time,2024,Education,High,part time,education
LT,jobq,1,Employment level,"Part time,2024",14880,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
LT,jobq,2,Employment level,"Part time,2024",14035,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
LT,jobq,3,Employment level,"Part time,2024",18185,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
LT,jobq,4,Employment level,"Part time,2024",15720,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
LT,jobq,5,Employment level,"Part time,2024",21508,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
LT,wage,1,Employment level,"Part time,2024",29748,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
LT,wage,2,Employment level,"Part time,2024",12323,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
LT,wage,3,Employment level,"Part time,2024",12787,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
LT,wage,4,Employment level,"Part time,2024",15426,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
LT,wage,5,Employment level,"Part time,2024",14045,Working hours,Part time,2024,Job-wage,High,part time,job-wage
LU,educ,1,Employment level,"Part time,2024",11360,Working hours,Part time,2024,Education,Low,part time,education
LU,educ,2,Employment level,"Part time,2024",11301,Working hours,Part time,2024,Education,Mid-low,part time,education
LU,educ,3,Employment level,"Part time,2024",12781,Working hours,Part time,2024,Education,Mid,part time,education
LU,educ,4,Employment level,"Part time,2024",12594,Working hours,Part time,2024,Education,Mid-high,part time,education
LU,educ,5,Employment level,"Part time,2024",10297,Working hours,Part time,2024,Education,High,part time,education
LU,jobq,1,Employment level,"Part time,2024",11301,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
LU,jobq,2,Employment level,"Part time,2024",12919,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
LU,jobq,3,Employment level,"Part time,2024",13452,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
LU,jobq,4,Employment level,"Part time,2024",10067,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
LU,jobq,5,Employment level,"Part time,2024",10594,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
LU,wage,1,Employment level,"Part time,2024",13862,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
LU,wage,2,Employment level,"Part time,2024",10581,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
LU,wage,3,Employment level,"Part time,2024",8263,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
LU,wage,4,Employment level,"Part time,2024",13331,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
LU,wage,5,Employment level,"Part time,2024",12296,Working hours,Part time,2024,Job-wage,High,part time,job-wage
LV,educ,1,Employment level,"Part time,2024",4488,Working hours,Part time,2024,Education,Low,part time,education
LV,educ,2,Employment level,"Part time,2024",9863,Working hours,Part time,2024,Education,Mid-low,part time,education
LV,educ,3,Employment level,"Part time,2024",19477,Working hours,Part time,2024,Education,Mid,part time,education
LV,educ,4,Employment level,"Part time,2024",13181,Working hours,Part time,2024,Education,Mid-high,part time,education
LV,educ,5,Employment level,"Part time,2024",20947,Working hours,Part time,2024,Education,High,part time,education
LV,jobq,1,Employment level,"Part time,2024",7132,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
LV,jobq,2,Employment level,"Part time,2024",9105,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
LV,jobq,3,Employment level,"Part time,2024",19864,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
LV,jobq,4,Employment level,"Part time,2024",17645,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
LV,jobq,5,Employment level,"Part time,2024",14210,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
LV,wage,1,Employment level,"Part time,2024",21017,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
LV,wage,2,Employment level,"Part time,2024",9587,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
LV,wage,3,Employment level,"Part time,2024",8415,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
LV,wage,4,Employment level,"Part time,2024",13164,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
LV,wage,5,Employment level,"Part time,2024",15774,Working hours,Part time,2024,Job-wage,High,part time,job-wage
MT,educ,1,Employment level,"Part time,2024",3861,Working hours,Part time,2024,Education,Low,part time,education
MT,educ,2,Employment level,"Part time,2024",5959,Working hours,Part time,2024,Education,Mid-low,part time,education
MT,educ,3,Employment level,"Part time,2024",7569,Working hours,Part time,2024,Education,Mid,part time,education
MT,educ,4,Employment level,"Part time,2024",7216,Working hours,Part time,2024,Education,Mid-high,part time,education
MT,educ,5,Employment level,"Part time,2024",7862,Working hours,Part time,2024,Education,High,part time,education
MT,jobq,1,Employment level,"Part time,2024",5019,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
MT,jobq,2,Employment level,"Part time,2024",6510,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
MT,jobq,3,Employment level,"Part time,2024",8290,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
MT,jobq,4,Employment level,"Part time,2024",5587,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
MT,jobq,5,Employment level,"Part time,2024",7062,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
MT,wage,1,Employment level,"Part time,2024",6300,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
MT,wage,2,Employment level,"Part time,2024",7165,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
MT,wage,3,Employment level,"Part time,2024",5317,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
MT,wage,4,Employment level,"Part time,2024",6635,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
MT,wage,5,Employment level,"Part time,2024",7050,Working hours,Part time,2024,Job-wage,High,part time,job-wage
NL,educ,1,Employment level,"Part time,2024",681734,Working hours,Part time,2024,Education,Low,part time,education
NL,educ,2,Employment level,"Part time,2024",903757,Working hours,Part time,2024,Education,Mid-low,part time,education
NL,educ,3,Employment level,"Part time,2024",748796,Working hours,Part time,2024,Education,Mid,part time,education
NL,educ,4,Employment level,"Part time,2024",704295,Working hours,Part time,2024,Education,Mid-high,part time,education
NL,educ,5,Employment level,"Part time,2024",881895,Working hours,Part time,2024,Education,High,part time,education
NL,jobq,1,Employment level,"Part time,2024",790204,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
NL,jobq,2,Employment level,"Part time,2024",912874,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
NL,jobq,3,Employment level,"Part time,2024",907017,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
NL,jobq,4,Employment level,"Part time,2024",754113,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
NL,jobq,5,Employment level,"Part time,2024",556269,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
NL,wage,1,Employment level,"Part time,2024",1038808,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
NL,wage,2,Employment level,"Part time,2024",814886,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
NL,wage,3,Employment level,"Part time,2024",722594,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
NL,wage,4,Employment level,"Part time,2024",732103,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
NL,wage,5,Employment level,"Part time,2024",612087,Working hours,Part time,2024,Job-wage,High,part time,job-wage
PL,educ,1,Employment level,"Part time,2024",165029,Working hours,Part time,2024,Education,Low,part time,education
PL,educ,2,Employment level,"Part time,2024",156519,Working hours,Part time,2024,Education,Mid-low,part time,education
PL,educ,3,Employment level,"Part time,2024",240046,Working hours,Part time,2024,Education,Mid,part time,education
PL,educ,4,Employment level,"Part time,2024",181534,Working hours,Part time,2024,Education,Mid-high,part time,education
PL,educ,5,Employment level,"Part time,2024",219815,Working hours,Part time,2024,Education,High,part time,education
PL,jobq,1,Employment level,"Part time,2024",145859,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
PL,jobq,2,Employment level,"Part time,2024",173210,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
PL,jobq,3,Employment level,"Part time,2024",253861,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
PL,jobq,4,Employment level,"Part time,2024",216782,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
PL,jobq,5,Employment level,"Part time,2024",173232,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
PL,wage,1,Employment level,"Part time,2024",317879,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
PL,wage,2,Employment level,"Part time,2024",187436,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
PL,wage,3,Employment level,"Part time,2024",139770,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
PL,wage,4,Employment level,"Part time,2024",146078,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
PL,wage,5,Employment level,"Part time,2024",171780,Working hours,Part time,2024,Job-wage,High,part time,job-wage
PT,educ,1,Employment level,"Part time,2024",95861,Working hours,Part time,2024,Education,Low,part time,education
PT,educ,2,Employment level,"Part time,2024",38112,Working hours,Part time,2024,Education,Mid-low,part time,education
PT,educ,3,Employment level,"Part time,2024",76294,Working hours,Part time,2024,Education,Mid,part time,education
PT,educ,4,Employment level,"Part time,2024",52247,Working hours,Part time,2024,Education,Mid-high,part time,education
PT,educ,5,Employment level,"Part time,2024",92487,Working hours,Part time,2024,Education,High,part time,education
PT,jobq,1,Employment level,"Part time,2024",62668,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
PT,jobq,2,Employment level,"Part time,2024",34283,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
PT,jobq,3,Employment level,"Part time,2024",133057,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
PT,jobq,4,Employment level,"Part time,2024",72561,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
PT,jobq,5,Employment level,"Part time,2024",52433,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
PT,wage,1,Employment level,"Part time,2024",121559,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
PT,wage,2,Employment level,"Part time,2024",40935,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
PT,wage,3,Employment level,"Part time,2024",67252,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
PT,wage,4,Employment level,"Part time,2024",48276,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
PT,wage,5,Employment level,"Part time,2024",76979,Working hours,Part time,2024,Job-wage,High,part time,job-wage
RO,educ,1,Employment level,"Part time,2024",135841,Working hours,Part time,2024,Education,Low,part time,education
RO,educ,2,Employment level,"Part time,2024",73961,Working hours,Part time,2024,Education,Mid-low,part time,education
RO,educ,3,Employment level,"Part time,2024",3465,Working hours,Part time,2024,Education,Mid,part time,education
RO,educ,4,Employment level,"Part time,2024",9834,Working hours,Part time,2024,Education,Mid-high,part time,education
RO,educ,5,Employment level,"Part time,2024",8837,Working hours,Part time,2024,Education,High,part time,education
RO,jobq,1,Employment level,"Part time,2024",40322,Working hours,Part time,2024,Broad job quality,Low,part time,broad job quality
RO,jobq,2,Employment level,"Part time,2024",63334,Working hours,Part time,2024,Broad job quality,Mid-low,part time,broad job quality
RO,jobq,3,Employment level,"Part time,2024",108213,Working hours,Part time,2024,Broad job quality,Mid,part time,broad job quality
RO,jobq,4,Employment level,"Part time,2024",12087,Working hours,Part time,2024,Broad job quality,Mid-high,part time,broad job quality
RO,jobq,5,Employment level,"Part time,2024",7982,Working hours,Part time,2024,Broad job quality,High,part time,broad job quality
RO,wage,1,Employment level,"Part time,2024",122467,Working hours,Part time,2024,Job-wage,Low,part time,job-wage
RO,wage,2,Employment level,"Part time,2024",78222,Working hours,Part time,2024,Job-wage,Mid-low,part time,job-wage
RO,wage,3,Employment level,"Part time,2024",18111,Working hours,Part time,2024,Job-wage,Mid,part time,job-wage
RO,wage,4,Employment level,"Part time,2024",7652,Working hours,Part time,2024,Job-wage,Mid-high,part time,job-wage
RO,wage,5,Employment level,"Part time,2024",5487,Working hours,Part time,2024,Job-wage,High,part time,job-wage
SE,educ,1,Employment level,"Part time,2024",140571,Working hours,Part time,2024,Education,Low,part time,education
SE,educ,2,Employment level,"Part time,2024",288733,Working hours,Part time,2024,Education,Mid-low,part time,education
SE,educ,3,Employment level,"Part time,2024",201744,Working hours,Part time,2024,Education,Mid,part time,education
SE,educ,4,Employment level,"Part time,2024",135878,Working hours,Part time,2024,Education,Mid-high,part time,education
SE,educ,5,Employment level,"Part time,2024",211854,Working hours,Part time,2024,Education,High,part time,education
