Topic,Indicator name,Top category,Country Name,Country Code,Category,Value,Count
Inadequacy,Housing deprivation rate,Income quintile,Bulgaria,BG,2,0.091935828,4522
Inadequacy,Housing deprivation rate,Income quintile,Bulgaria,BG,3,0.057656568,4516
Inadequacy,Housing deprivation rate,Income quintile,Bulgaria,BG,4,0.048433755,4517
Inadequacy,Housing deprivation rate,Income quintile,Cyprus,CY,1,0.390883744,2689
Inadequacy,Housing deprivation rate,Income quintile,Cyprus,CY,2,0.381708056,2687
Inadequacy,Housing deprivation rate,Income quintile,Cyprus,CY,3,0.338074058,2690
Inadequacy,Housing deprivation rate,Income quintile,Cyprus,CY,4,0.212202162,2684
Inadequacy,Housing deprivation rate,Income quintile,Czechia,CZ,1,0.147050634,4463
Inadequacy,Housing deprivation rate,Income quintile,Czechia,CZ,2,0.104139812,4460
Inadequacy,Housing deprivation rate,Income quintile,Czechia,CZ,3,0.083489329,4461
Inadequacy,Housing deprivation rate,Income quintile,Czechia,CZ,4,0.087737776,4460
Inadequacy,Housing deprivation rate,Income quintile,Germany,DE,1,0.254324764,9772
Inadequacy,Housing deprivation rate,Income quintile,Germany,DE,2,0.217316806,10176
Inadequacy,Housing deprivation rate,Income quintile,Germany,DE,3,0.186082423,10243
Inadequacy,Housing deprivation rate,Income quintile,Germany,DE,4,0.156322449,10907
Inadequacy,Housing deprivation rate,Income quintile,Denmark,DK,1,0.247857317,2867
Inadequacy,Housing deprivation rate,Income quintile,Denmark,DK,2,0.170817181,2877
Inadequacy,Housing deprivation rate,Income quintile,Denmark,DK,3,0.14691408,2888
Inadequacy,Housing deprivation rate,Income quintile,Denmark,DK,4,0.102459759,2917
Inadequacy,Housing deprivation rate,Income quintile,Estonia,EE,1,0.158188343,3159
Inadequacy,Housing deprivation rate,Income quintile,Estonia,EE,2,0.144071698,3163
Inadequacy,Housing deprivation rate,Income quintile,Estonia,EE,3,0.11333476,3163
Inadequacy,Housing deprivation rate,Income quintile,Estonia,EE,4,0.083026662,3162
Inadequacy,Housing deprivation rate,Income quintile,Greece,EL,1,0.281640738,5754
Inadequacy,Housing deprivation rate,Income quintile,Greece,EL,2,0.203783646,5714
Inadequacy,Housing deprivation rate,Income quintile,Greece,EL,3,0.124993488,5740
Inadequacy,Housing deprivation rate,Income quintile,Greece,EL,4,0.105753288,5728
Inadequacy,Housing deprivation rate,Income quintile,Spain,ES,1,0.358879566,16767
Inadequacy,Housing deprivation rate,Income quintile,Spain,ES,2,0.29712072,16711
Inadequacy,Housing deprivation rate,Income quintile,Spain,ES,3,0.259314716,16714
Inadequacy,Housing deprivation rate,Income quintile,Spain,ES,4,0.182089299,16687
Inadequacy,Housing deprivation rate,Income quintile,Finland,FI,1,0.111096792,5234
Inadequacy,Housing deprivation rate,Income quintile,Finland,FI,2,0.08671996,5239
Inadequacy,Housing deprivation rate,Income quintile,Finland,FI,3,0.076297104,5246
Inadequacy,Housing deprivation rate,Income quintile,Finland,FI,4,0.070525885,5246
Inadequacy,Housing deprivation rate,Income quintile,France,FR,1,0.386804253,9443
Inadequacy,Housing deprivation rate,Income quintile,France,FR,2,0.266358256,9453
Inadequacy,Housing deprivation rate,Income quintile,France,FR,3,0.218758866,9428
Inadequacy,Housing deprivation rate,Income quintile,France,FR,4,0.170416325,9432
Inadequacy,Housing deprivation rate,Income quintile,Croatia,HR,1,0.153964654,5085
Inadequacy,Housing deprivation rate,Income quintile,Croatia,HR,2,0.08314167,5085
Inadequacy,Housing deprivation rate,Income quintile,Croatia,HR,3,0.051809296,5085
Inadequacy,Housing deprivation rate,Income quintile,Croatia,HR,4,0.048465408,5083
Inadequacy,Housing deprivation rate,Income quintile,Hungary,HU,1,0.312163085,4614
Inadequacy,Housing deprivation rate,Income quintile,Hungary,HU,2,0.215102971,4614
Inadequacy,Housing deprivation rate,Income quintile,Hungary,HU,3,0.14722997,4610
Inadequacy,Housing deprivation rate,Income quintile,Hungary,HU,4,0.110619612,4610
Inadequacy,Housing deprivation rate,Income quintile,Italy,IT,1,0.222388968,14829
Inadequacy,Housing deprivation rate,Income quintile,Italy,IT,2,0.195468888,14827
Inadequacy,Housing deprivation rate,Income quintile,Italy,IT,3,0.194726318,14827
Inadequacy,Housing deprivation rate,Income quintile,Italy,IT,4,0.13249281,14827
Inadequacy,Housing deprivation rate,Income quintile,Lithuania,LT,1,0.185445458,3116
Inadequacy,Housing deprivation rate,Income quintile,Lithuania,LT,2,0.172353819,3115
Inadequacy,Housing deprivation rate,Income quintile,Lithuania,LT,3,0.10455665,3118
Inadequacy,Housing deprivation rate,Income quintile,Lithuania,LT,4,0.069616906,3112
Inadequacy,Housing deprivation rate,Income quintile,Luxembourg,LU,1,0.275356442,2477
Inadequacy,Housing deprivation rate,Income quintile,Luxembourg,LU,2,0.208524823,2476
Inadequacy,Housing deprivation rate,Income quintile,Luxembourg,LU,3,0.187366858,2478
Inadequacy,Housing deprivation rate,Income quintile,Luxembourg,LU,4,0.11920552,2475
Inadequacy,Housing deprivation rate,Income quintile,Latvia,LV,1,0.274605304,3062
Inadequacy,Housing deprivation rate,Income quintile,Latvia,LV,2,0.240964606,3041
Inadequacy,Housing deprivation rate,Income quintile,Latvia,LV,3,0.194651797,3056
Inadequacy,Housing deprivation rate,Income quintile,Latvia,LV,4,0.141287848,3047
Inadequacy,Housing deprivation rate,Income quintile,Malta,MT,1,0.176109776,2749
Inadequacy,Housing deprivation rate,Income quintile,Malta,MT,2,0.159483105,2752
Inadequacy,Housing deprivation rate,Income quintile,Malta,MT,3,0.13138108,2747
Inadequacy,Housing deprivation rate,Income quintile,Malta,MT,4,0.144065633,2745
Inadequacy,Housing deprivation rate,Income quintile,Netherlands,NL,1,0.248038083,6553
Inadequacy,Housing deprivation rate,Income quintile,Netherlands,NL,2,0.169558257,6595
Inadequacy,Housing deprivation rate,Income quintile,Netherlands,NL,3,0.136260152,6581
Inadequacy,Housing deprivation rate,Income quintile,Netherlands,NL,4,0.120338999,6617
Inadequacy,Housing deprivation rate,Income quintile,Poland,PL,1,0.1076435,10901
Inadequacy,Housing deprivation rate,Income quintile,Poland,PL,2,0.09963984,10904
Inadequacy,Housing deprivation rate,Income quintile,Poland,PL,3,0.072415262,10899
Inadequacy,Housing deprivation rate,Income quintile,Poland,PL,4,0.059899379,10899
Inadequacy,Housing deprivation rate,Income quintile,Portugal,PT,1,0.436247915,8412
Inadequacy,Housing deprivation rate,Income quintile,Portugal,PT,2,0.374537677,8407
Inadequacy,Housing deprivation rate,Income quintile,Portugal,PT,3,0.300239682,8401
Inadequacy,Housing deprivation rate,Income quintile,Portugal,PT,4,0.222934291,8406
Inadequacy,Housing deprivation rate,Income quintile,Romania,RO,1,0.180933654,4179
Inadequacy,Housing deprivation rate,Income quintile,Romania,RO,2,0.100225769,4179
Inadequacy,Housing deprivation rate,Income quintile,Romania,RO,3,0.061593745,4180
Inadequacy,Housing deprivation rate,Income quintile,Romania,RO,4,0.044338465,4178
Inadequacy,Housing deprivation rate,Income quintile,Sweden,SE,1,0.123355895,5282
Inadequacy,Housing deprivation rate,Income quintile,Sweden,SE,2,0.095312126,5376
Inadequacy,Housing deprivation rate,Income quintile,Sweden,SE,3,0.068071246,5433
Inadequacy,Housing deprivation rate,Income quintile,Sweden,SE,4,0.058804315,5413
Inadequacy,Housing deprivation rate,Income quintile,Slovenia,SI,1,0.290380627,5829
Inadequacy,Housing deprivation rate,Income quintile,Slovenia,SI,2,0.226969749,5809
Inadequacy,Housing deprivation rate,Income quintile,Slovenia,SI,3,0.1649483,5819
Inadequacy,Housing deprivation rate,Income quintile,Slovenia,SI,4,0.141553387,5816
Inadequacy,Housing deprivation rate,Income quintile,Slovakia,SK,1,0.136225,3413
Inadequacy,Housing deprivation rate,Income quintile,Slovakia,SK,2,0.054394472,3412
Inadequacy,Housing deprivation rate,Income quintile,Slovakia,SK,3,0.068303488,3413
Inadequacy,Housing deprivation rate,Income quintile,Slovakia,SK,4,0.046799995,3409
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Austria,AT,Non AROPE,0.1270843,10591
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Austria,AT,AROPE,0.253889263,1891
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Belgium,BE,Non AROPE,0.16067338,11363
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Belgium,BE,AROPE,0.2863186,2884
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Bulgaria,BG,Non AROPE,0.055742204,12750
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Bulgaria,BG,AROPE,0.18950212,5324
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Cyprus,CY,Non AROPE,0.316883653,8872
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Cyprus,CY,AROPE,0.405000955,1878
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Czechia,CZ,Non AROPE,0.094239846,15716
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Czechia,CZ,AROPE,0.175131708,2128
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Germany,DE,Non AROPE,0.18055892,33577
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Germany,DE,AROPE,0.292556226,7521
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Denmark,DK,Non AROPE,0.143447533,9856
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Denmark,DK,AROPE,0.288524359,1693
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Estonia,EE,Non AROPE,0.108470723,9744
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Estonia,EE,AROPE,0.169962168,2903
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Greece,EL,Non AROPE,0.138754994,17047
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Greece,EL,AROPE,0.289175332,5889
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Spain,ES,Non AROPE,0.239379078,50302
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Spain,ES,AROPE,0.384165645,16577
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Finland,FI,Non AROPE,0.084262118,18975
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Finland,FI,AROPE,0.128388494,1990
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,France,FR,Non AROPE,0.229740396,31485
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,France,FR,AROPE,0.41661948,6271
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Croatia,HR,Non AROPE,0.058337551,15028
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Croatia,HR,AROPE,0.156181574,5310
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Hungary,HU,Non AROPE,0.139396623,14389
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Hungary,HU,AROPE,0.384833634,4059
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Italy,IT,Non AROPE,0.17393671,46153
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Italy,IT,AROPE,0.2327521,13157
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Lithuania,LT,Non AROPE,0.106102698,9686
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Lithuania,LT,AROPE,0.211268976,2775
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Luxembourg,LU,Non AROPE,0.198061615,8271
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Luxembourg,LU,AROPE,0.237578064,1635
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Latvia,LV,Non AROPE,0.185969248,9155
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Latvia,LV,AROPE,0.292322397,3051
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Malta,MT,Non AROPE,0.142028794,8891
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Malta,MT,AROPE,0.195026308,2102
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Netherlands,NL,Non AROPE,0.142586052,22651
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Netherlands,NL,AROPE,0.293063968,3695
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Poland,PL,Non AROPE,0.072463989,35568
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Poland,PL,AROPE,0.13545455,8035
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Portugal,PT,Non AROPE,0.30211997,25938
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Portugal,PT,AROPE,0.434035242,7688
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Romania,RO,Non AROPE,0.051565114,12055
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Romania,RO,AROPE,0.210054666,4661
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Sweden,SE,Non AROPE,0.078080431,19040
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Sweden,SE,AROPE,0.158972844,2464
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Slovenia,SI,Non AROPE,0.190167993,20643
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Slovenia,SI,AROPE,0.326035351,2630
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Slovakia,SK,Non AROPE,0.049876954,10875
Inadequacy,Housing deprivation rate,At risk of poverty or social exclusion,Slovakia,SK,AROPE,0.192528427,2772
Inadequacy,Housing deprivation rate,Economic status,Austria,AT,Employed,0.143292874,5440
Inadequacy,Housing deprivation rate,Economic status,Austria,AT,Unemployed,0.312154949,323
Inadequacy,Housing deprivation rate,Economic status,Austria,AT,Retired,0.091337502,3519
Inadequacy,Housing deprivation rate,Economic status,Austria,AT,Unable to work due to health problems,0.163077801,132
Inadequacy,Housing deprivation rate,Economic status,Austria,AT,"Student, pupil",0.20011957,554
Inadequacy,Housing deprivation rate,Economic status,Austria,AT,Fulfilling domestic tasks,0.213059336,394
Inadequacy,Housing deprivation rate,Economic status,Austria,AT,Other,0.225663409,131
Inadequacy,Housing deprivation rate,Economic status,Belgium,BE,Employed,0.170908764,5412
Inadequacy,Housing deprivation rate,Economic status,Belgium,BE,Unemployed,0.272325635,358
Inadequacy,Housing deprivation rate,Economic status,Belgium,BE,Retired,0.140454397,3526
Inadequacy,Housing deprivation rate,Economic status,Belgium,BE,Unable to work due to health problems,0.275593668,590
Inadequacy,Housing deprivation rate,Economic status,Belgium,BE,"Student, pupil",0.175451472,1036
Inadequacy,Housing deprivation rate,Economic status,Belgium,BE,Fulfilling domestic tasks,0.216448888,460
Inadequacy,Housing deprivation rate,Economic status,Belgium,BE,Other,0.305366576,233
Inadequacy,Housing deprivation rate,Economic status,Bulgaria,BG,Employed,0.075079568,7647
Inadequacy,Housing deprivation rate,Economic status,Bulgaria,BG,Unemployed,0.205456629,946
Inadequacy,Housing deprivation rate,Economic status,Bulgaria,BG,Retired,0.087954812,5845
Inadequacy,Housing deprivation rate,Economic status,Bulgaria,BG,Unable to work due to health problems,0.181397632,429
Inadequacy,Housing deprivation rate,Economic status,Bulgaria,BG,"Student, pupil",0.081525207,690
Inadequacy,Housing deprivation rate,Economic status,Bulgaria,BG,Fulfilling domestic tasks,0.211676866,297
Inadequacy,Housing deprivation rate,Economic status,Bulgaria,BG,Other,0.225850224,175
Inadequacy,Housing deprivation rate,Economic status,Cyprus,CY,Employed,0.331686199,4616
Inadequacy,Housing deprivation rate,Economic status,Cyprus,CY,Unemployed,0.37397328,315
Inadequacy,Housing deprivation rate,Economic status,Cyprus,CY,Retired,0.319877625,2579
Inadequacy,Housing deprivation rate,Economic status,Cyprus,CY,Unable to work due to health problems,0.497247308,196
Inadequacy,Housing deprivation rate,Economic status,Cyprus,CY,"Student, pupil",0.350332677,669
Inadequacy,Housing deprivation rate,Economic status,Cyprus,CY,Fulfilling domestic tasks,0.320353955,511
Inadequacy,Housing deprivation rate,Economic status,Cyprus,CY,Other,0.372323573,98
Inadequacy,Housing deprivation rate,Economic status,Czechia,CZ,Employed,0.095485561,7299
Inadequacy,Housing deprivation rate,Economic status,Czechia,CZ,Unemployed,0.256916136,266
Inadequacy,Housing deprivation rate,Economic status,Czechia,CZ,Retired,0.078983352,5823
Inadequacy,Housing deprivation rate,Economic status,Czechia,CZ,Unable to work due to health problems,0.131025925,377
Inadequacy,Housing deprivation rate,Economic status,Czechia,CZ,"Student, pupil",0.104167946,909
Inadequacy,Housing deprivation rate,Economic status,Czechia,CZ,Fulfilling domestic tasks,0.13796106,472
Inadequacy,Housing deprivation rate,Economic status,Czechia,CZ,Other,0.111030109,34
Inadequacy,Housing deprivation rate,Economic status,Germany,DE,Employed,0.205070063,18336
Inadequacy,Housing deprivation rate,Economic status,Germany,DE,Unemployed,0.281367302,973
Inadequacy,Housing deprivation rate,Economic status,Germany,DE,Retired,0.12436711,9742
Inadequacy,Housing deprivation rate,Economic status,Germany,DE,Unable to work due to health problems,0.229248464,735
Inadequacy,Housing deprivation rate,Economic status,Germany,DE,"Student, pupil",0.263972729,2042
Inadequacy,Housing deprivation rate,Economic status,Germany,DE,Fulfilling domestic tasks,0.237107798,1741
Inadequacy,Housing deprivation rate,Economic status,Germany,DE,Other,0.291728854,1569
Inadequacy,Housing deprivation rate,Economic status,Denmark,DK,Employed,0.167525902,4642
Inadequacy,Housing deprivation rate,Economic status,Denmark,DK,Unemployed,0.234205961,277
Inadequacy,Housing deprivation rate,Economic status,Denmark,DK,Retired,0.076501541,3580
Inadequacy,Housing deprivation rate,Economic status,Denmark,DK,Unable to work due to health problems,0.230631903,429
Inadequacy,Housing deprivation rate,Economic status,Denmark,DK,"Student, pupil",0.232831582,802
Inadequacy,Housing deprivation rate,Economic status,Denmark,DK,Fulfilling domestic tasks,0.311128974,88
Inadequacy,Housing deprivation rate,Economic status,Denmark,DK,Other,0.212211251,297
Inadequacy,Housing deprivation rate,Economic status,Estonia,EE,Employed,0.108828314,5304
Inadequacy,Housing deprivation rate,Economic status,Estonia,EE,Unemployed,0.134309053,331
Inadequacy,Housing deprivation rate,Economic status,Estonia,EE,Retired,0.140956804,2536
Inadequacy,Housing deprivation rate,Economic status,Estonia,EE,Unable to work due to health problems,0.253727555,320
Inadequacy,Housing deprivation rate,Economic status,Estonia,EE,"Student, pupil",0.106780887,736
Inadequacy,Housing deprivation rate,Economic status,Estonia,EE,Fulfilling domestic tasks,0.147518799,296
Inadequacy,Housing deprivation rate,Economic status,Estonia,EE,Other,0.235097185,50
Inadequacy,Housing deprivation rate,Economic status,Greece,EL,Employed,0.160638392,7991
Inadequacy,Housing deprivation rate,Economic status,Greece,EL,Unemployed,0.262179494,1331
Inadequacy,Housing deprivation rate,Economic status,Greece,EL,Retired,0.131625459,6454
Inadequacy,Housing deprivation rate,Economic status,Greece,EL,Unable to work due to health problems,0.322932065,198
Inadequacy,Housing deprivation rate,Economic status,Greece,EL,"Student, pupil",0.202011555,1254
Inadequacy,Housing deprivation rate,Economic status,Greece,EL,Fulfilling domestic tasks,0.188394621,2538
Inadequacy,Housing deprivation rate,Economic status,Greece,EL,Other,0.212170184,411
Inadequacy,Housing deprivation rate,Economic status,Spain,ES,Employed,0.267827481,28297
Inadequacy,Housing deprivation rate,Economic status,Spain,ES,Unemployed,0.363312393,5269
Inadequacy,Housing deprivation rate,Economic status,Spain,ES,Retired,0.221366197,10869
Inadequacy,Housing deprivation rate,Economic status,Spain,ES,Unable to work due to health problems,0.330658585,1663
Inadequacy,Housing deprivation rate,Economic status,Spain,ES,"Student, pupil",0.289868385,4964
Inadequacy,Housing deprivation rate,Economic status,Spain,ES,Fulfilling domestic tasks,0.264639825,4430
Inadequacy,Housing deprivation rate,Economic status,Spain,ES,Other,0.339012742,653
Inadequacy,Housing deprivation rate,Economic status,Finland,FI,Employed,0.084852464,9688
Inadequacy,Housing deprivation rate,Economic status,Finland,FI,Unemployed,0.129529104,529
Inadequacy,Housing deprivation rate,Economic status,Finland,FI,Retired,0.069334991,4261
Inadequacy,Housing deprivation rate,Economic status,Finland,FI,Unable to work due to health problems,0.125688508,207
Inadequacy,Housing deprivation rate,Economic status,Finland,FI,"Student, pupil",0.123132162,1905
Inadequacy,Housing deprivation rate,Economic status,Finland,FI,Fulfilling domestic tasks,0.108036667,211
Inadequacy,Housing deprivation rate,Economic status,Finland,FI,Other,0.153236553,246
Inadequacy,Housing deprivation rate,Economic status,France,FR,Employed,0.259745061,15013
Inadequacy,Housing deprivation rate,Economic status,France,FR,Unemployed,0.399144888,1599
Inadequacy,Housing deprivation rate,Economic status,France,FR,Retired,0.182283014,10177
Inadequacy,Housing deprivation rate,Economic status,France,FR,Unable to work due to health problems,0.385705471,570
Inadequacy,Housing deprivation rate,Economic status,France,FR,"Student, pupil",0.285907,2423
Inadequacy,Housing deprivation rate,Economic status,France,FR,Fulfilling domestic tasks,0.377430052,678
Inadequacy,Housing deprivation rate,Economic status,France,FR,Other,0.396515131,412
Inadequacy,Housing deprivation rate,Economic status,Croatia,HR,Employed,0.058127981,7274
Inadequacy,Housing deprivation rate,Economic status,Croatia,HR,Unemployed,0.158940181,1114
Inadequacy,Housing deprivation rate,Economic status,Croatia,HR,Retired,0.0933939,7330
Inadequacy,Housing deprivation rate,Economic status,Croatia,HR,Unable to work due to health problems,0.222458884,319
Inadequacy,Housing deprivation rate,Economic status,Croatia,HR,"Student, pupil",0.048928581,1162
Inadequacy,Housing deprivation rate,Economic status,Croatia,HR,Fulfilling domestic tasks,0.096201286,816
Inadequacy,Housing deprivation rate,Economic status,Croatia,HR,Other,0.161029235,61
Inadequacy,Housing deprivation rate,Economic status,Hungary,HU,Employed,0.162596628,7490
Inadequacy,Housing deprivation rate,Economic status,Hungary,HU,Unemployed,0.38564238,611
Inadequacy,Housing deprivation rate,Economic status,Hungary,HU,Retired,0.157465234,5701
Inadequacy,Housing deprivation rate,Economic status,Hungary,HU,Unable to work due to health problems,0.3166233,447
Inadequacy,Housing deprivation rate,Economic status,Hungary,HU,"Student, pupil",0.1742571,905
Inadequacy,Housing deprivation rate,Economic status,Hungary,HU,Fulfilling domestic tasks,0.304055423,479
Inadequacy,Housing deprivation rate,Economic status,Hungary,HU,Other,0.232109919,66
Inadequacy,Housing deprivation rate,Economic status,Italy,IT,Employed,0.177983359,23639
Inadequacy,Housing deprivation rate,Economic status,Italy,IT,Unemployed,0.241705775,2231
Inadequacy,Housing deprivation rate,Economic status,Italy,IT,Retired,0.181885913,15283
Inadequacy,Housing deprivation rate,Economic status,Italy,IT,Unable to work due to health problems,0.299355865,1030
Inadequacy,Housing deprivation rate,Economic status,Italy,IT,"Student, pupil",0.194820449,3358
Inadequacy,Housing deprivation rate,Economic status,Italy,IT,Fulfilling domestic tasks,0.19862701,5499
Inadequacy,Housing deprivation rate,Economic status,Italy,IT,Other,0.268563509,1198
Inadequacy,Housing deprivation rate,Economic status,Lithuania,LT,Employed,0.111369304,5464
Inadequacy,Housing deprivation rate,Economic status,Lithuania,LT,Unemployed,0.179577887,561
Inadequacy,Housing deprivation rate,Economic status,Lithuania,LT,Retired,0.162284866,3710
Inadequacy,Housing deprivation rate,Economic status,Lithuania,LT,Unable to work due to health problems,0.240326166,398
Inadequacy,Housing deprivation rate,Economic status,Lithuania,LT,"Student, pupil",0.139090702,500
Inadequacy,Housing deprivation rate,Economic status,Lithuania,LT,Fulfilling domestic tasks,0.120462582,130
Inadequacy,Housing deprivation rate,Economic status,Lithuania,LT,Other,0.176026508,78
Inadequacy,Housing deprivation rate,Economic status,Luxembourg,LU,Employed,0.217963055,4316
Inadequacy,Housing deprivation rate,Economic status,Luxembourg,LU,Unemployed,0.307278961,203
Inadequacy,Housing deprivation rate,Economic status,Luxembourg,LU,Retired,0.141469657,2325
Inadequacy,Housing deprivation rate,Economic status,Luxembourg,LU,Unable to work due to health problems,0.348435223,136
Inadequacy,Housing deprivation rate,Economic status,Luxembourg,LU,"Student, pupil",0.208529636,653
Inadequacy,Housing deprivation rate,Economic status,Luxembourg,LU,Fulfilling domestic tasks,0.176069736,496
Inadequacy,Housing deprivation rate,Economic status,Luxembourg,LU,Other,0.220526934,181
Inadequacy,Housing deprivation rate,Economic status,Latvia,LV,Employed,0.190885395,5152
Inadequacy,Housing deprivation rate,Economic status,Latvia,LV,Unemployed,0.301592171,398
Inadequacy,Housing deprivation rate,Economic status,Latvia,LV,Retired,0.200420812,2738
Inadequacy,Housing deprivation rate,Economic status,Latvia,LV,Unable to work due to health problems,0.326778829,369
Inadequacy,Housing deprivation rate,Economic status,Latvia,LV,"Student, pupil",0.269735396,450
Inadequacy,Housing deprivation rate,Economic status,Latvia,LV,Fulfilling domestic tasks,0.290422887,325
Inadequacy,Housing deprivation rate,Economic status,Latvia,LV,Other,0.383873016,36
Inadequacy,Housing deprivation rate,Economic status,Malta,MT,Employed,0.14506717,4925
Inadequacy,Housing deprivation rate,Economic status,Malta,MT,Unemployed,0.213149682,168
Inadequacy,Housing deprivation rate,Economic status,Malta,MT,Retired,0.138508305,2296
Inadequacy,Housing deprivation rate,Economic status,Malta,MT,Unable to work due to health problems,0.203416616,165
Inadequacy,Housing deprivation rate,Economic status,Malta,MT,"Student, pupil",0.141389027,410
Inadequacy,Housing deprivation rate,Economic status,Malta,MT,Fulfilling domestic tasks,0.173633799,1510
Inadequacy,Housing deprivation rate,Economic status,Malta,MT,Other,0.22425507,91
Inadequacy,Housing deprivation rate,Economic status,Netherlands,NL,Employed,0.169676587,11059
Inadequacy,Housing deprivation rate,Economic status,Netherlands,NL,Unemployed,0.276516259,396
Inadequacy,Housing deprivation rate,Economic status,Netherlands,NL,Retired,0.108849153,7278
Inadequacy,Housing deprivation rate,Economic status,Netherlands,NL,Unable to work due to health problems,0.301267236,856
Inadequacy,Housing deprivation rate,Economic status,Netherlands,NL,"Student, pupil",0.225371987,1739
Inadequacy,Housing deprivation rate,Economic status,Netherlands,NL,Fulfilling domestic tasks,0.172583774,1067
Inadequacy,Housing deprivation rate,Economic status,Netherlands,NL,Other,0.150736332,342
Inadequacy,Housing deprivation rate,Economic status,Poland,PL,Employed,0.063940287,14317
Inadequacy,Housing deprivation rate,Economic status,Poland,PL,Unemployed,0.136015251,756
Inadequacy,Housing deprivation rate,Economic status,Poland,PL,Retired,0.075626962,11528
Inadequacy,Housing deprivation rate,Economic status,Poland,PL,Unable to work due to health problems,0.145312354,1086
Inadequacy,Housing deprivation rate,Economic status,Poland,PL,"Student, pupil",0.074801579,1329
Inadequacy,Housing deprivation rate,Economic status,Poland,PL,Fulfilling domestic tasks,0.125459686,977
Inadequacy,Housing deprivation rate,Economic status,Poland,PL,Other,0.102392979,525
Inadequacy,Housing deprivation rate,Economic status,Portugal,PT,Employed,0.313171804,14532
Inadequacy,Housing deprivation rate,Economic status,Portugal,PT,Unemployed,0.405750126,1623
Inadequacy,Housing deprivation rate,Economic status,Portugal,PT,Retired,0.308252186,9299
Inadequacy,Housing deprivation rate,Economic status,Portugal,PT,Unable to work due to health problems,0.449983209,778
Inadequacy,Housing deprivation rate,Economic status,Portugal,PT,"Student, pupil",0.304678559,2096
Inadequacy,Housing deprivation rate,Economic status,Portugal,PT,Fulfilling domestic tasks,0.39218843,1425
Inadequacy,Housing deprivation rate,Economic status,Portugal,PT,Other,0.288072675,197
Inadequacy,Housing deprivation rate,Economic status,Romania,RO,Employed,0.081740879,7160
Inadequacy,Housing deprivation rate,Economic status,Romania,RO,Unemployed,0.133473471,71
Inadequacy,Housing deprivation rate,Economic status,Romania,RO,Retired,0.124365896,5796
Inadequacy,Housing deprivation rate,Economic status,Romania,RO,Unable to work due to health problems,0.282904953,104
