Title,Country,Year,Breakdown,Value,Flag,ID,Source,Notes
Education and school-based activities,Greece,2022,Advantaged schools,7.3,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Greece,2022,Disadvantaged schools,8.2,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Hungary,2022,Total,29.5,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Hungary,2022,Total,25.9,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Hungary,2022,Total,22.9,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Hungary,2022,Advantaged schools,10,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Hungary,2022,Disadvantaged schools,10.7,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Ireland,2022,Total,19,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Ireland,2022,Total,11.4,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Ireland,2022,Total,15.6,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Ireland,2022,Advantaged schools,12.7,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Ireland,2022,Disadvantaged schools,11.6,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Italy,2022,Total,29.6,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Italy,2022,Total,21.4,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Italy,2022,Total,23.9,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Italy,2022,Advantaged schools,8.6,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Italy,2022,Disadvantaged schools,5.4,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Latvia,2022,Total,22.2,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Latvia,2022,Total,22.8,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Latvia,2022,Total,16.5,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Latvia,2022,Advantaged schools,10.4,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Latvia,2022,Disadvantaged schools,8.1,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Lithuania,2022,Total,27.8,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Lithuania,2022,Total,24.9,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Lithuania,2022,Total,21.8,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Lithuania,2022,Advantaged schools,12.8,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Lithuania,2022,Disadvantaged schools,10.2,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Luxembourg,2022,Advantaged schools,NA,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Luxembourg,2022,Disadvantaged schools,NA,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Malta,2022,Total,32.6,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Malta,2022,Total,36.3,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Malta,2022,Total,30.3,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Malta,2022,Advantaged schools,7.4,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Malta,2022,Disadvantaged schools,5.8,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Netherlands,2022,Total,27.4,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Netherlands,2022,Total,34.6,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Netherlands,2022,Total,27.3,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Netherlands,2022,Advantaged schools,17.2,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Netherlands,2022,Disadvantaged schools,14.4,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Poland,2022,Total,23,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Poland,2022,Total,22.2,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Poland,2022,Total,18.6,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Poland,2022,Advantaged schools,8.6,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Poland,2022,Disadvantaged schools,8.4,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Portugal,2022,Total,29.7,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Portugal,2022,Total,23.1,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Portugal,2022,Total,21.8,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Portugal,2022,Advantaged schools,10.2,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Portugal,2022,Disadvantaged schools,8.6,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Romania,2022,Total,48.6,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Romania,2022,Total,41.7,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Romania,2022,Total,44,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Romania,2022,Advantaged schools,12.6,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Romania,2022,Disadvantaged schools,14.7,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Slovakia,2022,Total,33.2,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Slovakia,2022,Total,35.4,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Slovakia,2022,Total,30.6,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Slovakia,2022,Advantaged schools,12.3,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Slovakia,2022,Disadvantaged schools,11,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Slovenia,2022,Total,24.6,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Slovenia,2022,Total,26.1,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Slovenia,2022,Total,17.8,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Slovenia,2022,Advantaged schools,9.1,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Slovenia,2022,Disadvantaged schools,6.2,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Spain,2022,Total,27.3,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Spain,2022,Total,24.4,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Spain,2022,Total,21.3,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Spain,2022,Advantaged schools,13.9,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Spain,2022,Disadvantaged schools,9.9,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Sweden,2022,Total,27.2,,PISA share of low achievers aged 15 in maths,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Sweden,2022,Total,24.3,,PISA share of low achievers aged 15 in reading,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Sweden,2022,Total,23.7,,PISA share of low achievers aged 15 in science,OECD PISA,The Programme for International Student Assessment (PISA) is a triennial international survey aiming to evaluate education systems by testing the skills and knowledge of 15-year-old students. 
Education and school-based activities,Sweden,2022,Advantaged schools,13.5,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Sweden,2022,Disadvantaged schools,10.4,,Student-teacher ratio by socioeconomic status of school,OECD PISA,Data refer to students aged 15
Education and school-based activities,Austria,2024,AROPE,23.4,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Austria,2024,AROPE,6.1,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Austria,2024,Non-AROPE,3.5,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Austria,2024,Non-AROPE,0.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Belgium,2024,AROPE,26,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Belgium,2024,AROPE,6.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Belgium,2024,Non-AROPE,2.2,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Belgium,2024,Non-AROPE,1.2,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Bulgaria,2024,AROPE,43,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Bulgaria,2024,AROPE,37.8,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Bulgaria,2024,Non-AROPE,8.4,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Bulgaria,2024,Non-AROPE,5.7,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Croatia,2024,AROPE,5.2,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Croatia,2024,AROPE,3.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Croatia,2024,Non-AROPE,0.6,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Croatia,2024,Non-AROPE,0.1,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Cyprus,2024,AROPE,36.6,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Cyprus,2024,AROPE,8.1,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Cyprus,2024,Non-AROPE,1.8,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Cyprus,2024,Non-AROPE,0,n,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Czechia,2024,AROPE,26.5,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Czechia,2024,AROPE,16.8,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Czechia,2024,Non-AROPE,1.6,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Czechia,2024,Non-AROPE,0.6,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Denmark,2024,AROPE,25.6,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Denmark,2024,AROPE,17.7,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Denmark,2024,Non-AROPE,1.7,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Denmark,2024,Non-AROPE,0,n,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Estonia,2024,AROPE,8.3,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Estonia,2024,AROPE,4.4,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Estonia,2024,Non-AROPE,1,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Estonia,2024,Non-AROPE,0.2,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,European Union (27),2024,AROPE,22.7,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,European Union (27),2024,AROPE,13.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,European Union (27),2024,Non-AROPE,2.9,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,European Union (27),2024,Non-AROPE,1.4,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Finland,2024,AROPE,22.7,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Finland,2024,AROPE,8.7,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Finland,2024,Non-AROPE,2.3,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Finland,2024,Non-AROPE,0.4,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,France,2024,AROPE,16.2,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,France,2024,AROPE,10.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,France,2024,Non-AROPE,1.7,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,France,2024,Non-AROPE,1.3,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Germany,2024,AROPE,16.7,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Germany,2024,AROPE,3.3,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Germany,2024,Non-AROPE,2.2,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Germany,2024,Non-AROPE,0.2,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Greece,2024,AROPE,68.7,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Greece,2024,AROPE,40.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Greece,2024,Non-AROPE,7.3,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Greece,2024,Non-AROPE,2.5,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Hungary,2024,AROPE,35.8,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Hungary,2024,AROPE,23.1,u,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Hungary,2024,Non-AROPE,3.8,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Hungary,2024,Non-AROPE,1.6,u,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Ireland,2024,AROPE,27.8,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Ireland,2024,AROPE,5.5,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Ireland,2024,Non-AROPE,0.9,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Ireland,2024,Non-AROPE,0.7,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Italy,2024,AROPE,24.3,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Italy,2024,AROPE,10.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Italy,2024,Non-AROPE,3.8,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Italy,2024,Non-AROPE,1.3,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Latvia,2024,AROPE,11.8,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Latvia,2024,AROPE,6.7,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Latvia,2024,Non-AROPE,2.5,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Latvia,2024,Non-AROPE,0.3,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Lithuania,2024,AROPE,14.4,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Lithuania,2024,AROPE,1.3,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Lithuania,2024,Non-AROPE,2.8,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Lithuania,2024,Non-AROPE,2.4,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Luxembourg,2024,AROPE,11.2,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Luxembourg,2024,AROPE,2.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Luxembourg,2024,Non-AROPE,1.3,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Luxembourg,2024,Non-AROPE,0.2,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Malta,2024,AROPE,11.9,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Malta,2024,AROPE,1,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Malta,2024,Non-AROPE,2.1,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Malta,2024,Non-AROPE,0.2,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Netherlands,2024,AROPE,26.3,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Netherlands,2024,AROPE,2.6,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Netherlands,2024,Non-AROPE,2.5,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Netherlands,2024,Non-AROPE,0.9,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Poland,2024,AROPE,12.7,,Share of children aged under 16 unable to participate in regular leisure activities due to financial reasons,Eurostat,AROPE: At risk of poverty or social exclusion
Education and school-based activities,Poland,2024,AROPE,7,,Share of children aged under 16 who experience enforced lack of access to school trips and events that cost money,Eurostat,AROPE: At risk of poverty or social exclusion
