Section,ID,Country,Year,Value,Flag,Breakdown
Child poverty,At-risk-of poverty rate for children,Slovakia,2012,21.9,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2012,11.1,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2012,17.7,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2013,20.7,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2013,17.2,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2013,28.4,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2013,11.3,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2013,9.1,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2013,14.7,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2013,18.1,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2013,18.2,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2013,28.8,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2013,27.5,,Total
Child poverty,At-risk-of poverty rate for children,France,2013,17.6,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2013,21.8,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2013,25.2,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2013,15.5,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2013,23.4,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2013,26.9,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2013,23.9,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2013,23.8,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2013,24.5,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2013,12.6,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2013,18.6,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2013,23.2,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2013,24.4,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2013,34.7,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2013,14.7,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2013,20.3,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2013,9.3,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2013,19,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2014,21.4,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2014,18.8,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2014,31.7,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2014,14.7,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2014,9.2,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2014,15.1,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2014,19.7,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2014,18.6,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2014,25.5,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2014,30.5,,Total
Child poverty,At-risk-of poverty rate for children,France,2014,17.7,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2014,21.1,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2014,25.1,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2014,12.8,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2014,24.3,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2014,23.5,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2014,25.4,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2014,25,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2014,24.6,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2014,13.7,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2014,18.2,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2014,22.3,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2014,25.6,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2014,39.3,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2014,14.8,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2014,19.2,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2014,10.9,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2014,18.2,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2015,21.4,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2015,18,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2015,25.4,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2015,14.7,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2015,10.4,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2015,14.6,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2015,20,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2015,17.7,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2015,26.6,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2015,29.6,,Total
Child poverty,At-risk-of poverty rate for children,France,2015,18.7,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2015,20.9,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2015,26.8,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2015,16.7,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2015,23.2,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2015,28.9,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2015,21.5,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2015,22.7,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2015,23.4,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2015,14,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2015,17.8,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2015,22.4,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2015,24.8,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2015,38.1,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2015,14.2,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2015,20.1,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2015,10,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2015,18.1,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2016,21.4,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2016,17.6,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2016,31.9,b,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2016,14.1,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2016,9.4,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2016,15.4,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2016,18.6,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2016,18.8,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2016,26.3,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2016,29.7,,Total
Child poverty,At-risk-of poverty rate for children,France,2016,19.1,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2016,20.4,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2016,26.7,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2016,17.1,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2016,18.6,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2016,25.6,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2016,21,b,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2016,19.9,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2016,20.9,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2016,14.8,b,Total
Child poverty,At-risk-of poverty rate for children,Austria,2016,16.5,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2016,21.1,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2016,22.4,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2016,37.2,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2016,11.9,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2016,20.8,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2016,9.3,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2016,18.7,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2017,20,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2017,18.4,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2017,29.2,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2017,11.6,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2017,10,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2017,15.2,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2017,16.5,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2017,17,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2017,24.5,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2017,28.3,,Total
Child poverty,At-risk-of poverty rate for children,France,2017,19,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2017,21.4,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2017,26.4,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2017,16.5,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2017,18.4,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2017,25.7,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2017,20.3,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2017,14.8,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2017,21.2,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2017,14.4,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2017,19.1,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2017,14,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2017,20.7,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2017,32.2,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2017,12.8,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2017,19.9,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2017,10.2,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2017,18.6,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2018,19.6,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2018,20.1,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2018,26.6,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2018,11,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2018,11,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2018,14.5,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2018,15.2,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2018,15.8,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2018,22.7,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2018,26.8,,Total
Child poverty,At-risk-of poverty rate for children,France,2018,19.9,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2018,19.7,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2018,26.2,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2018,17.3,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2018,17.5,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2018,23.9,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2018,22.6,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2018,13.8,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2018,21.4,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2018,13.1,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2018,19.2,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2018,13,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2018,19,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2018,32,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2018,11.7,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2018,20.5,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2018,11.1,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2018,19.3,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2019,18.5,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2019,18.9,b,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2019,27.5,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2019,11.2,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2019,10.3,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2019,12.1,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2019,17.2,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2019,14.1,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2019,21.1,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2019,27.4,,Total
Child poverty,At-risk-of poverty rate for children,France,2019,18.2,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2019,17.1,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2019,24.5,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2019,16.7,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2019,14.5,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2019,22.7,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2019,24.8,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2019,11.5,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2019,20.6,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2019,13.6,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2019,14.9,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2019,13.4,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2019,18.5,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2019,30.8,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2019,10.5,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2019,19,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2019,10.3,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2019,21.5,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2020,19.2,b,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2020,15.6,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2020,28.3,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2020,11.1,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2020,10,b,Total
Child poverty,At-risk-of poverty rate for children,Germany,2020,15.4,b,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2020,15.2,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2020,15.6,b,Total
Child poverty,At-risk-of poverty rate for children,Greece,2020,20.9,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2020,27.4,,Total
Child poverty,At-risk-of poverty rate for children,France,2020,19.4,b,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2020,16.8,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2020,25.1,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2020,16.1,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2020,15.8,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2020,20,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2020,23.1,b,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2020,9.5,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2020,20.4,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2020,14.1,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2020,18.4,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2020,13.5,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2020,19.1,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2020,30.1,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2020,10.5,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2020,17,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2020,11.6,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2020,18.7,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2021,19.5,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2021,15.1,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2021,24.2,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2021,11.4,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2021,9.6,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2021,16.4,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2021,15.5,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2021,13.7,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2021,23.7,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2021,28.9,,Total
Child poverty,At-risk-of poverty rate for children,France,2021,18.5,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2021,17.1,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2021,26,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2021,15.8,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2021,16.9,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2021,17.2,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2021,27.8,b,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2021,11.9,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2021,19.6,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2021,13.8,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2021,19.9,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2021,14.6,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2021,20.4,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2021,29.7,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2021,10.2,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2021,17.6,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2021,9.1,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2021,18.1,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2022,19.3,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2022,14.1,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2022,25.9,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2022,11.8,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2022,10.1,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2022,14.8,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2022,13.6,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2022,15.1,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2022,22.4,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2022,27.8,,Total
Child poverty,At-risk-of poverty rate for children,France,2022,21.7,b,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2022,16,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2022,25.4,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2022,14.9,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2022,16.2,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2022,17.8,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2022,22.5,b,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2022,10.1,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2022,19.3,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2022,12.7,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2022,19.2,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2022,14.3,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2022,18.5,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2022,27,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2022,9.3,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2022,22.1,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2022,9.5,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2022,17.2,,Total
Child poverty,At-risk-of poverty rate for children,EU27,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Belgium,2023,13.2,,Total
Child poverty,At-risk-of poverty rate for children,Bulgaria,2023,26.9,,Total
Child poverty,At-risk-of poverty rate for children,Czechia,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Denmark,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Germany,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Estonia,2023,16,,Total
Child poverty,At-risk-of poverty rate for children,Ireland,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Greece,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Spain,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,France,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Croatia,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Italy,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Cyprus,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Latvia,2023,16.1,,Total
Child poverty,At-risk-of poverty rate for children,Lithuania,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Luxembourg,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Hungary,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Malta,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Netherlands,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Austria,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Poland,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Portugal,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Romania,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Slovenia,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Slovakia,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Finland,2023,:,,Total
Child poverty,At-risk-of poverty rate for children,Sweden,2023,:,,Total
Child poverty,Severe material and social deprivation rate for children,EU27,2015,11.8,,Total
Child poverty,Severe material and social deprivation rate for children,Belgium,2015,9.9,,Total
Child poverty,Severe material and social deprivation rate for children,Bulgaria,2015,41.7,,Total
Child poverty,Severe material and social deprivation rate for children,Czechia,2015,6.4,,Total
Child poverty,Severe material and social deprivation rate for children,Denmark,2015,3.4,,Total
Child poverty,Severe material and social deprivation rate for children,Germany,2015,6.7,,Total
Child poverty,Severe material and social deprivation rate for children,Estonia,2015,2.9,,Total
Child poverty,Severe material and social deprivation rate for children,Ireland,2015,12.5,,Total
Child poverty,Severe material and social deprivation rate for children,Greece,2015,23.9,,Total
Child poverty,Severe material and social deprivation rate for children,Spain,2015,10.5,,Total
Child poverty,Severe material and social deprivation rate for children,France,2015,8.5,,Total
Child poverty,Severe material and social deprivation rate for children,Croatia,2015,8.1,,Total
Child poverty,Severe material and social deprivation rate for children,Italy,2015,15.8,,Total
Child poverty,Severe material and social deprivation rate for children,Cyprus,2015,10.4,,Total
Child poverty,Severe material and social deprivation rate for children,Latvia,2015,15.9,,Total
Child poverty,Severe material and social deprivation rate for children,Lithuania,2015,17.6,,Total
Child poverty,Severe material and social deprivation rate for children,Luxembourg,2015,3.8,,Total
Child poverty,Severe material and social deprivation rate for children,Hungary,2015,32.5,,Total
Child poverty,Severe material and social deprivation rate for children,Malta,2015,11.6,,Total
Child poverty,Severe material and social deprivation rate for children,Netherlands,2015,3,,Total
Child poverty,Severe material and social deprivation rate for children,Austria,2015,3.7,,Total
Child poverty,Severe material and social deprivation rate for children,Poland,2015,8.8,,Total
Child poverty,Severe material and social deprivation rate for children,Portugal,2015,14.2,,Total
Child poverty,Severe material and social deprivation rate for children,Romania,2015,40.2,,Total
Child poverty,Severe material and social deprivation rate for children,Slovenia,2015,4.4,,Total
Child poverty,Severe material and social deprivation rate for children,Slovakia,2015,12.3,,Total
Child poverty,Severe material and social deprivation rate for children,Finland,2015,0.9,,Total
Child poverty,Severe material and social deprivation rate for children,Sweden,2015,1.2,,Total
Child poverty,Severe material and social deprivation rate for children,EU27,2016,11.1,,Total
Child poverty,Severe material and social deprivation rate for children,Belgium,2016,11.1,,Total
Child poverty,Severe material and social deprivation rate for children,Bulgaria,2016,40.2,,Total
Child poverty,Severe material and social deprivation rate for children,Czechia,2016,4.3,,Total
Child poverty,Severe material and social deprivation rate for children,Denmark,2016,2.4,,Total
Child poverty,Severe material and social deprivation rate for children,Germany,2016,6.2,,Total
Child poverty,Severe material and social deprivation rate for children,Estonia,2016,1.6,,Total
Child poverty,Severe material and social deprivation rate for children,Ireland,2016,11.3,,Total
Child poverty,Severe material and social deprivation rate for children,Greece,2016,24.2,,Total
Child poverty,Severe material and social deprivation rate for children,Spain,2016,11.6,,Total
Child poverty,Severe material and social deprivation rate for children,France,2016,9.1,,Total
Child poverty,Severe material and social deprivation rate for children,Croatia,2016,6.5,,Total
Child poverty,Severe material and social deprivation rate for children,Italy,2016,12.6,,Total
Child poverty,Severe material and social deprivation rate for children,Cyprus,2016,9.5,,Total
Child poverty,Severe material and social deprivation rate for children,Latvia,2016,13.4,,Total
Child poverty,Severe material and social deprivation rate for children,Lithuania,2016,16.5,,Total
Child poverty,Severe material and social deprivation rate for children,Luxembourg,2016,2.6,,Total
Child poverty,Severe material and social deprivation rate for children,Hungary,2016,29.4,,Total
Child poverty,Severe material and social deprivation rate for children,Malta,2016,7.2,,Total
Child poverty,Severe material and social deprivation rate for children,Netherlands,2016,2.4,,Total
Child poverty,Severe material and social deprivation rate for children,Austria,2016,4.7,,Total
Child poverty,Severe material and social deprivation rate for children,Poland,2016,5.1,,Total
Child poverty,Severe material and social deprivation rate for children,Portugal,2016,11.8,,Total
Child poverty,Severe material and social deprivation rate for children,Romania,2016,43.5,,Total
Child poverty,Severe material and social deprivation rate for children,Slovenia,2016,3.6,,Total
Child poverty,Severe material and social deprivation rate for children,Slovakia,2016,10.5,,Total
Child poverty,Severe material and social deprivation rate for children,Finland,2016,0.7,,Total
Child poverty,Severe material and social deprivation rate for children,Sweden,2016,0.6,,Total
Child poverty,Severe material and social deprivation rate for children,EU27,2017,9.3,,Total
Child poverty,Severe material and social deprivation rate for children,Belgium,2017,9.7,,Total
Child poverty,Severe material and social deprivation rate for children,Bulgaria,2017,35.8,,Total
Child poverty,Severe material and social deprivation rate for children,Czechia,2017,4,,Total
Child poverty,Severe material and social deprivation rate for children,Denmark,2017,5.2,,Total
Child poverty,Severe material and social deprivation rate for children,Germany,2017,4.3,,Total
Child poverty,Severe material and social deprivation rate for children,Estonia,2017,3.3,,Total
Child poverty,Severe material and social deprivation rate for children,Ireland,2017,9.1,,Total
Child poverty,Severe material and social deprivation rate for children,Greece,2017,23.8,,Total
Child poverty,Severe material and social deprivation rate for children,Spain,2017,10.6,,Total
Child poverty,Severe material and social deprivation rate for children,France,2017,8.6,,Total
Child poverty,Severe material and social deprivation rate for children,Croatia,2017,6.2,,Total
Child poverty,Severe material and social deprivation rate for children,Italy,2017,7.4,,Total
Child poverty,Severe material and social deprivation rate for children,Cyprus,2017,8,,Total
Child poverty,Severe material and social deprivation rate for children,Latvia,2017,11.8,,Total
Child poverty,Severe material and social deprivation rate for children,Lithuania,2017,14.8,,Total
Child poverty,Severe material and social deprivation rate for children,Luxembourg,2017,2.3,,Total
Child poverty,Severe material and social deprivation rate for children,Hungary,2017,22.5,,Total
Child poverty,Severe material and social deprivation rate for children,Malta,2017,7.4,,Total
Child poverty,Severe material and social deprivation rate for children,Netherlands,2017,2.6,,Total
Child poverty,Severe material and social deprivation rate for children,Austria,2017,4.7,,Total
Child poverty,Severe material and social deprivation rate for children,Poland,2017,4.6,,Total
Child poverty,Severe material and social deprivation rate for children,Portugal,2017,8.6,,Total
