Country,Year,Breakdown,Value,Column,Flag,Column1,ID
Cyprus,2023,Sheet 5 UNDER 3 AROPE,22.2,,u,,Children in formal childcare or education 
Cyprus,2024,Sheet 5 UNDER 3 AROPE,26.5,,u,,Children in formal childcare or education 
Czechia,2015,Sheet 5 UNDER 3 AROPE,4.2,,,,Children in formal childcare or education 
Czechia,2016,Sheet 5 UNDER 3 AROPE,2.5,,,,Children in formal childcare or education 
Czechia,2017,Sheet 5 UNDER 3 AROPE,6.4,,,,Children in formal childcare or education 
Czechia,2018,Sheet 5 UNDER 3 AROPE,13.3,,,,Children in formal childcare or education 
Czechia,2019,Sheet 5 UNDER 3 AROPE,4.5,,,,Children in formal childcare or education 
Czechia,2020,Sheet 5 UNDER 3 AROPE,0.9,,,,Children in formal childcare or education 
Czechia,2021,Sheet 5 UNDER 3 AROPE,2.9,,,,Children in formal childcare or education 
Czechia,2022,Sheet 5 UNDER 3 AROPE,5.7,,,,Children in formal childcare or education 
Czechia,2023,Sheet 5 UNDER 3 AROPE,1.8,,,,Children in formal childcare or education 
Czechia,2024,Sheet 5 UNDER 3 AROPE,6.4,,u,,Children in formal childcare or education 
Denmark,2015,Sheet 5 UNDER 3 AROPE,70.3,,u,,Children in formal childcare or education 
Denmark,2016,Sheet 5 UNDER 3 AROPE,,,u,,Children in formal childcare or education 
Denmark,2017,Sheet 5 UNDER 3 AROPE,63.6,,u,,Children in formal childcare or education 
Denmark,2018,Sheet 5 UNDER 3 AROPE,53.5,,u,,Children in formal childcare or education 
Denmark,2019,Sheet 5 UNDER 3 AROPE,66.4,,u,,Children in formal childcare or education 
Denmark,2020,Sheet 5 UNDER 3 AROPE,82.6,,u,,Children in formal childcare or education 
Denmark,2021,Sheet 5 UNDER 3 AROPE,65.5,,u,,Children in formal childcare or education 
Denmark,2022,Sheet 5 UNDER 3 AROPE,,,u,,Children in formal childcare or education 
Denmark,2023,Sheet 5 UNDER 3 AROPE,71.7,,bu,,Children in formal childcare or education 
Denmark,2024,Sheet 5 UNDER 3 AROPE,67.4,,u,,Children in formal childcare or education 
EU 27,2015,Sheet 5 UNDER 3 AROPE,20.8,,,,Children in formal childcare or education 
EU 27,2016,Sheet 5 UNDER 3 AROPE,21.8,,,,Children in formal childcare or education 
EU 27,2017,Sheet 5 UNDER 3 AROPE,21.1,,,,Children in formal childcare or education 
EU 27,2018,Sheet 5 UNDER 3 AROPE,20.5,,,,Children in formal childcare or education 
EU 27,2019,Sheet 5 UNDER 3 AROPE,25.6,,,,Children in formal childcare or education 
EU 27,2020,Sheet 5 UNDER 3 AROPE,21.2,,e,,Children in formal childcare or education 
EU 27,2021,Sheet 5 UNDER 3 AROPE,21.9,,,,Children in formal childcare or education 
EU 27,2022,Sheet 5 UNDER 3 AROPE,23.3,,,,Children in formal childcare or education 
EU 27,2023,Sheet 5 UNDER 3 AROPE,25.2,,,,Children in formal childcare or education 
EU 27,2024,Sheet 5 UNDER 3 AROPE,23.6,,,,Children in formal childcare or education 
Estonia,2015,Sheet 5 UNDER 3 AROPE,21.5,,,,Children in formal childcare or education 
Estonia,2016,Sheet 5 UNDER 3 AROPE,27.1,,,,Children in formal childcare or education 
Estonia,2017,Sheet 5 UNDER 3 AROPE,30.6,,,,Children in formal childcare or education 
Estonia,2018,Sheet 5 UNDER 3 AROPE,32.1,,,,Children in formal childcare or education 
Estonia,2019,Sheet 5 UNDER 3 AROPE,36.7,,,,Children in formal childcare or education 
Estonia,2020,Sheet 5 UNDER 3 AROPE,22.8,,,,Children in formal childcare or education 
Estonia,2021,Sheet 5 UNDER 3 AROPE,31.1,,,,Children in formal childcare or education 
Estonia,2022,Sheet 5 UNDER 3 AROPE,32.9,,,,Children in formal childcare or education 
Estonia,2023,Sheet 5 UNDER 3 AROPE,25.3,,,,Children in formal childcare or education 
Estonia,2024,Sheet 5 UNDER 3 AROPE,36,,,,Children in formal childcare or education 
Finland,2015,Sheet 5 UNDER 3 AROPE,18,,,,Children in formal childcare or education 
Finland,2016,Sheet 5 UNDER 3 AROPE,21.2,,,,Children in formal childcare or education 
Finland,2017,Sheet 5 UNDER 3 AROPE,15.7,,,,Children in formal childcare or education 
Finland,2018,Sheet 5 UNDER 3 AROPE,16,,,,Children in formal childcare or education 
Finland,2019,Sheet 5 UNDER 3 AROPE,15.9,,,,Children in formal childcare or education 
Finland,2020,Sheet 5 UNDER 3 AROPE,8.4,,,,Children in formal childcare or education 
Finland,2021,Sheet 5 UNDER 3 AROPE,29.7,,,,Children in formal childcare or education 
Finland,2022,Sheet 5 UNDER 3 AROPE,29.3,,,,Children in formal childcare or education 
Finland,2023,Sheet 5 UNDER 3 AROPE,20.5,,,,Children in formal childcare or education 
Finland,2024,Sheet 5 UNDER 3 AROPE,41.4,,,,Children in formal childcare or education 
France,2015,Sheet 5 UNDER 3 AROPE,22.5,,,,Children in formal childcare or education 
France,2016,Sheet 5 UNDER 3 AROPE,25.2,,,,Children in formal childcare or education 
France,2017,Sheet 5 UNDER 3 AROPE,21.3,,,,Children in formal childcare or education 
France,2018,Sheet 5 UNDER 3 AROPE,19.1,,,,Children in formal childcare or education 
France,2019,Sheet 5 UNDER 3 AROPE,15.6,,,,Children in formal childcare or education 
France,2020,Sheet 5 UNDER 3 AROPE,23.5,,b,,Children in formal childcare or education 
France,2021,Sheet 5 UNDER 3 AROPE,16.7,,,,Children in formal childcare or education 
France,2022,Sheet 5 UNDER 3 AROPE,34.2,,,,Children in formal childcare or education 
France,2023,Sheet 5 UNDER 3 AROPE,30.2,,,,Children in formal childcare or education 
France,2024,Sheet 5 UNDER 3 AROPE,27.4,,,,Children in formal childcare or education 
Germany,2015,Sheet 5 UNDER 3 AROPE,23.9,,,,Children in formal childcare or education 
Germany,2016,Sheet 5 UNDER 3 AROPE,27,,,,Children in formal childcare or education 
Germany,2017,Sheet 5 UNDER 3 AROPE,24.7,,,,Children in formal childcare or education 
Germany,2018,Sheet 5 UNDER 3 AROPE,15.2,,,,Children in formal childcare or education 
Germany,2019,Sheet 5 UNDER 3 AROPE,24.4,,,,Children in formal childcare or education 
Germany,2020,Sheet 5 UNDER 3 AROPE,11.3,,b,,Children in formal childcare or education 
Germany,2021,Sheet 5 UNDER 3 AROPE,25.6,,,,Children in formal childcare or education 
Germany,2022,Sheet 5 UNDER 3 AROPE,16.8,,,,Children in formal childcare or education 
Germany,2023,Sheet 5 UNDER 3 AROPE,14.4,,,,Children in formal childcare or education 
Germany,2024,Sheet 5 UNDER 3 AROPE,13.7,,,,Children in formal childcare or education 
Greece,2015,Sheet 5 UNDER 3 AROPE,11.7,,,,Children in formal childcare or education 
Greece,2016,Sheet 5 UNDER 3 AROPE,8.1,,,,Children in formal childcare or education 
Greece,2017,Sheet 5 UNDER 3 AROPE,16.9,,,,Children in formal childcare or education 
Greece,2018,Sheet 5 UNDER 3 AROPE,47.1,,,,Children in formal childcare or education 
Greece,2019,Sheet 5 UNDER 3 AROPE,31.6,,,,Children in formal childcare or education 
Greece,2020,Sheet 5 UNDER 3 AROPE,19,,,,Children in formal childcare or education 
Greece,2021,Sheet 5 UNDER 3 AROPE,11.2,,,,Children in formal childcare or education 
Greece,2022,Sheet 5 UNDER 3 AROPE,17.4,,,,Children in formal childcare or education 
Greece,2023,Sheet 5 UNDER 3 AROPE,19.8,,,,Children in formal childcare or education 
Greece,2024,Sheet 5 UNDER 3 AROPE,22.8,,,,Children in formal childcare or education 
Hungary,2015,Sheet 5 UNDER 3 AROPE,12.1,,,,Children in formal childcare or education 
Hungary,2016,Sheet 5 UNDER 3 AROPE,5.7,,,,Children in formal childcare or education 
Hungary,2017,Sheet 5 UNDER 3 AROPE,10.8,,,,Children in formal childcare or education 
Hungary,2018,Sheet 5 UNDER 3 AROPE,2.9,,,,Children in formal childcare or education 
Hungary,2019,Sheet 5 UNDER 3 AROPE,16.5,,,,Children in formal childcare or education 
Hungary,2020,Sheet 5 UNDER 3 AROPE,9.2,,,,Children in formal childcare or education 
Hungary,2021,Sheet 5 UNDER 3 AROPE,13.6,,,,Children in formal childcare or education 
Hungary,2022,Sheet 5 UNDER 3 AROPE,15.2,,,,Children in formal childcare or education 
Hungary,2023,Sheet 5 UNDER 3 AROPE,10.3,,,,Children in formal childcare or education 
Hungary,2024,Sheet 5 UNDER 3 AROPE,14.4,,,,Children in formal childcare or education 
Ireland,2015,Sheet 5 UNDER 3 AROPE,18,,,,Children in formal childcare or education 
Ireland,2016,Sheet 5 UNDER 3 AROPE,19.3,,,,Children in formal childcare or education 
Ireland,2017,Sheet 5 UNDER 3 AROPE,10.5,,,,Children in formal childcare or education 
Ireland,2018,Sheet 5 UNDER 3 AROPE,4.6,,,,Children in formal childcare or education 
Ireland,2019,Sheet 5 UNDER 3 AROPE,15.7,,b,,Children in formal childcare or education 
Ireland,2020,Sheet 5 UNDER 3 AROPE,9.7,,b,,Children in formal childcare or education 
Ireland,2021,Sheet 5 UNDER 3 AROPE,0,,u,,Children in formal childcare or education 
Ireland,2022,Sheet 5 UNDER 3 AROPE,2.7,,u,,Children in formal childcare or education 
Ireland,2023,Sheet 5 UNDER 3 AROPE,9,,u,,Children in formal childcare or education 
Ireland,2024,Sheet 5 UNDER 3 AROPE,10.7,,u,,Children in formal childcare or education 
Italy,2015,Sheet 5 UNDER 3 AROPE,19.1,,,,Children in formal childcare or education 
Italy,2016,Sheet 5 UNDER 3 AROPE,23.8,,,,Children in formal childcare or education 
Italy,2017,Sheet 5 UNDER 3 AROPE,19.1,,,,Children in formal childcare or education 
Italy,2018,Sheet 5 UNDER 3 AROPE,16.6,,,,Children in formal childcare or education 
Italy,2019,Sheet 5 UNDER 3 AROPE,23.4,,,,Children in formal childcare or education 
Italy,2020,Sheet 5 UNDER 3 AROPE,,,,,Children in formal childcare or education 
Italy,2021,Sheet 5 UNDER 3 AROPE,16.2,,,,Children in formal childcare or education 
Italy,2022,Sheet 5 UNDER 3 AROPE,13.3,,,,Children in formal childcare or education 
Italy,2023,Sheet 5 UNDER 3 AROPE,35.1,,,,Children in formal childcare or education 
Italy,2024,Sheet 5 UNDER 3 AROPE,18,,,,Children in formal childcare or education 
Latvia,2015,Sheet 5 UNDER 3 AROPE,15.8,,,,Children in formal childcare or education 
Latvia,2016,Sheet 5 UNDER 3 AROPE,17.7,,,,Children in formal childcare or education 
Latvia,2017,Sheet 5 UNDER 3 AROPE,19.9,,,,Children in formal childcare or education 
Latvia,2018,Sheet 5 UNDER 3 AROPE,17.4,,,,Children in formal childcare or education 
Latvia,2019,Sheet 5 UNDER 3 AROPE,12.8,,,,Children in formal childcare or education 
Latvia,2020,Sheet 5 UNDER 3 AROPE,22.6,,,,Children in formal childcare or education 
Latvia,2021,Sheet 5 UNDER 3 AROPE,13.9,,,,Children in formal childcare or education 
Latvia,2022,Sheet 5 UNDER 3 AROPE,30.8,,,,Children in formal childcare or education 
Latvia,2023,Sheet 5 UNDER 3 AROPE,46.1,,,,Children in formal childcare or education 
Latvia,2024,Sheet 5 UNDER 3 AROPE,30.7,,u,,Children in formal childcare or education 
Lithuania,2015,Sheet 5 UNDER 3 AROPE,1.2,,,,Children in formal childcare or education 
Lithuania,2016,Sheet 5 UNDER 3 AROPE,7.3,,,,Children in formal childcare or education 
Lithuania,2017,Sheet 5 UNDER 3 AROPE,8,,,,Children in formal childcare or education 
Lithuania,2018,Sheet 5 UNDER 3 AROPE,22.6,,,,Children in formal childcare or education 
Lithuania,2019,Sheet 5 UNDER 3 AROPE,7.5,,u,,Children in formal childcare or education 
Lithuania,2020,Sheet 5 UNDER 3 AROPE,24.9,,,,Children in formal childcare or education 
Lithuania,2021,Sheet 5 UNDER 3 AROPE,11.8,,u,,Children in formal childcare or education 
Lithuania,2022,Sheet 5 UNDER 3 AROPE,22.9,,u,,Children in formal childcare or education 
Lithuania,2023,Sheet 5 UNDER 3 AROPE,19.2,,u,,Children in formal childcare or education 
Lithuania,2024,Sheet 5 UNDER 3 AROPE,37.4,,pu,,Children in formal childcare or education 
Luxembourg,2015,Sheet 5 UNDER 3 AROPE,45.3,,,,Children in formal childcare or education 
Luxembourg,2016,Sheet 5 UNDER 3 AROPE,46.8,,,,Children in formal childcare or education 
Luxembourg,2017,Sheet 5 UNDER 3 AROPE,49.4,,,,Children in formal childcare or education 
Luxembourg,2018,Sheet 5 UNDER 3 AROPE,53.7,,,,Children in formal childcare or education 
Luxembourg,2019,Sheet 5 UNDER 3 AROPE,48.5,,,,Children in formal childcare or education 
Luxembourg,2020,Sheet 5 UNDER 3 AROPE,27.3,,bu,,Children in formal childcare or education 
Luxembourg,2021,Sheet 5 UNDER 3 AROPE,61.9,,,,Children in formal childcare or education 
Luxembourg,2022,Sheet 5 UNDER 3 AROPE,45,,u,,Children in formal childcare or education 
Luxembourg,2023,Sheet 5 UNDER 3 AROPE,31.7,,u,,Children in formal childcare or education 
Luxembourg,2024,Sheet 5 UNDER 3 AROPE,52.9,,,,Children in formal childcare or education 
Malta,2015,Sheet 5 UNDER 3 AROPE,8.6,,,,Children in formal childcare or education 
Malta,2016,Sheet 5 UNDER 3 AROPE,10.8,,u,,Children in formal childcare or education 
Malta,2017,Sheet 5 UNDER 3 AROPE,23.3,,u,,Children in formal childcare or education 
Malta,2018,Sheet 5 UNDER 3 AROPE,21.8,,u,,Children in formal childcare or education 
Malta,2019,Sheet 5 UNDER 3 AROPE,23.8,,u,,Children in formal childcare or education 
Malta,2020,Sheet 5 UNDER 3 AROPE,25.6,,u,,Children in formal childcare or education 
Malta,2021,Sheet 5 UNDER 3 AROPE,8.3,,u,,Children in formal childcare or education 
Malta,2022,Sheet 5 UNDER 3 AROPE,16.7,,u,,Children in formal childcare or education 
Malta,2023,Sheet 5 UNDER 3 AROPE,18.4,,u,,Children in formal childcare or education 
Malta,2024,Sheet 5 UNDER 3 AROPE,24.3,,u,,Children in formal childcare or education 
Netherlands,2015,Sheet 5 UNDER 3 AROPE,28,,u,,Children in formal childcare or education 
Netherlands,2016,Sheet 5 UNDER 3 AROPE,18,,,,Children in formal childcare or education 
Netherlands,2017,Sheet 5 UNDER 3 AROPE,34.4,,,,Children in formal childcare or education 
Netherlands,2018,Sheet 5 UNDER 3 AROPE,31.9,,,,Children in formal childcare or education 
Netherlands,2019,Sheet 5 UNDER 3 AROPE,33.3,,u,,Children in formal childcare or education 
Netherlands,2020,Sheet 5 UNDER 3 AROPE,55.9,,,,Children in formal childcare or education 
Netherlands,2021,Sheet 5 UNDER 3 AROPE,39,,,,Children in formal childcare or education 
Netherlands,2022,Sheet 5 UNDER 3 AROPE,42,,,,Children in formal childcare or education 
Netherlands,2023,Sheet 5 UNDER 3 AROPE,31.1,,u,,Children in formal childcare or education 
Netherlands,2024,Sheet 5 UNDER 3 AROPE,59.2,,u,,Children in formal childcare or education 
Poland,2015,Sheet 5 UNDER 3 AROPE,1,,,,Children in formal childcare or education 
Poland,2016,Sheet 5 UNDER 3 AROPE,6.3,,,,Children in formal childcare or education 
Poland,2017,Sheet 5 UNDER 3 AROPE,5.4,,,,Children in formal childcare or education 
Poland,2018,Sheet 5 UNDER 3 AROPE,3.7,,,,Children in formal childcare or education 
Poland,2019,Sheet 5 UNDER 3 AROPE,4.1,,,,Children in formal childcare or education 
Poland,2020,Sheet 5 UNDER 3 AROPE,8.8,,,,Children in formal childcare or education 
Poland,2021,Sheet 5 UNDER 3 AROPE,4.7,,,,Children in formal childcare or education 
Poland,2022,Sheet 5 UNDER 3 AROPE,4.1,,,,Children in formal childcare or education 
Poland,2023,Sheet 5 UNDER 3 AROPE,1.6,,,,Children in formal childcare or education 
Poland,2024,Sheet 5 UNDER 3 AROPE,4.3,,,,Children in formal childcare or education 
Portugal,2015,Sheet 5 UNDER 3 AROPE,29,,,,Children in formal childcare or education 
Portugal,2016,Sheet 5 UNDER 3 AROPE,36.7,,,,Children in formal childcare or education 
Portugal,2017,Sheet 5 UNDER 3 AROPE,30.1,,,,Children in formal childcare or education 
Portugal,2018,Sheet 5 UNDER 3 AROPE,28.8,,,,Children in formal childcare or education 
Portugal,2019,Sheet 5 UNDER 3 AROPE,51.5,,,,Children in formal childcare or education 
Portugal,2020,Sheet 5 UNDER 3 AROPE,32.2,,,,Children in formal childcare or education 
Portugal,2021,Sheet 5 UNDER 3 AROPE,35.7,,,,Children in formal childcare or education 
Portugal,2022,Sheet 5 UNDER 3 AROPE,35.3,,,,Children in formal childcare or education 
Portugal,2023,Sheet 5 UNDER 3 AROPE,44.5,,,,Children in formal childcare or education 
Portugal,2024,Sheet 5 UNDER 3 AROPE,46.7,,,,Children in formal childcare or education 
Romania,2015,Sheet 5 UNDER 3 AROPE,8.5,,u,,Children in formal childcare or education 
Romania,2016,Sheet 5 UNDER 3 AROPE,14.6,,u,,Children in formal childcare or education 
Romania,2017,Sheet 5 UNDER 3 AROPE,12.3,,u,,Children in formal childcare or education 
Romania,2018,Sheet 5 UNDER 3 AROPE,6.9,,u,,Children in formal childcare or education 
Romania,2019,Sheet 5 UNDER 3 AROPE,6.5,,u,,Children in formal childcare or education 
Romania,2020,Sheet 5 UNDER 3 AROPE,7.1,,u,,Children in formal childcare or education 
Romania,2021,Sheet 5 UNDER 3 AROPE,1.3,,u,,Children in formal childcare or education 
Romania,2022,Sheet 5 UNDER 3 AROPE,17.4,,u,,Children in formal childcare or education 
Romania,2023,Sheet 5 UNDER 3 AROPE,,,u,,Children in formal childcare or education 
Romania,2024,Sheet 5 UNDER 3 AROPE,12.8,,u,,Children in formal childcare or education 
Slovakia,2015,Sheet 5 UNDER 3 AROPE,0,,,,Children in formal childcare or education 
Slovakia,2016,Sheet 5 UNDER 3 AROPE,0,,,,Children in formal childcare or education 
Slovakia,2017,Sheet 5 UNDER 3 AROPE,0,,,,Children in formal childcare or education 
Slovakia,2018,Sheet 5 UNDER 3 AROPE,1.1,,,,Children in formal childcare or education 
Slovakia,2019,Sheet 5 UNDER 3 AROPE,1,,,,Children in formal childcare or education 
Slovakia,2020,Sheet 5 UNDER 3 AROPE,2.4,,,,Children in formal childcare or education 
Slovakia,2021,Sheet 5 UNDER 3 AROPE,7.5,,,,Children in formal childcare or education 
Slovakia,2022,Sheet 5 UNDER 3 AROPE,0,,,,Children in formal childcare or education 
Slovakia,2023,Sheet 5 UNDER 3 AROPE,0,,,,Children in formal childcare or education 
Slovakia,2024,Sheet 5 UNDER 3 AROPE,4.3,,,,Children in formal childcare or education 
Slovenia,2015,Sheet 5 UNDER 3 AROPE,28.6,,,,Children in formal childcare or education 
Slovenia,2016,Sheet 5 UNDER 3 AROPE,28.6,,,,Children in formal childcare or education 
Slovenia,2017,Sheet 5 UNDER 3 AROPE,37.1,,,,Children in formal childcare or education 
Slovenia,2018,Sheet 5 UNDER 3 AROPE,29.4,,,,Children in formal childcare or education 
Slovenia,2019,Sheet 5 UNDER 3 AROPE,28.7,,,,Children in formal childcare or education 
Slovenia,2020,Sheet 5 UNDER 3 AROPE,32.4,,,,Children in formal childcare or education 
Slovenia,2021,Sheet 5 UNDER 3 AROPE,32.1,,u,,Children in formal childcare or education 
Slovenia,2022,Sheet 5 UNDER 3 AROPE,42.8,,u,,Children in formal childcare or education 
Slovenia,2023,Sheet 5 UNDER 3 AROPE,38.9,,,,Children in formal childcare or education 
Slovenia,2024,Sheet 5 UNDER 3 AROPE,51.2,,u,,Children in formal childcare or education 
Spain,2015,Sheet 5 UNDER 3 AROPE,34.1,,,,Children in formal childcare or education 
Spain,2016,Sheet 5 UNDER 3 AROPE,25,,,,Children in formal childcare or education 
Spain,2017,Sheet 5 UNDER 3 AROPE,33.1,,,,Children in formal childcare or education 
Spain,2018,Sheet 5 UNDER 3 AROPE,42.8,,,,Children in formal childcare or education 
Spain,2019,Sheet 5 UNDER 3 AROPE,47.5,,,,Children in formal childcare or education 
Spain,2020,Sheet 5 UNDER 3 AROPE,36.3,,,,Children in formal childcare or education 
Spain,2021,Sheet 5 UNDER 3 AROPE,44.5,,,,Children in formal childcare or education 
Spain,2022,Sheet 5 UNDER 3 AROPE,32.7,,,,Children in formal childcare or education 
Spain,2023,Sheet 5 UNDER 3 AROPE,43.9,,,,Children in formal childcare or education 
Spain,2024,Sheet 5 UNDER 3 AROPE,41.1,,,,Children in formal childcare or education 
Sweden,2015,Sheet 5 UNDER 3 AROPE,58,,,,Children in formal childcare or education 
Sweden,2016,Sheet 5 UNDER 3 AROPE,43.6,,,,Children in formal childcare or education 
Sweden,2017,Sheet 5 UNDER 3 AROPE,45.4,,,,Children in formal childcare or education 
Sweden,2018,Sheet 5 UNDER 3 AROPE,32,,,,Children in formal childcare or education 
Sweden,2019,Sheet 5 UNDER 3 AROPE,56,,,,Children in formal childcare or education 
Sweden,2020,Sheet 5 UNDER 3 AROPE,63.2,,,,Children in formal childcare or education 
Sweden,2021,Sheet 5 UNDER 3 AROPE,49.7,,,,Children in formal childcare or education 
Sweden,2022,Sheet 5 UNDER 3 AROPE,51.8,,,,Children in formal childcare or education 
Sweden,2023,Sheet 5 UNDER 3 AROPE,57.5,,,,Children in formal childcare or education 
Sweden,2024,Sheet 5 UNDER 3 AROPE,56.3,,,,Children in formal childcare or education 
Austria,2015,Sheet 6 FROM 3 AROPE,82.5,,,,Children in formal childcare or education 
Austria,2016,Sheet 6 FROM 3 AROPE,89.8,,,,Children in formal childcare or education 
Austria,2017,Sheet 6 FROM 3 AROPE,81.3,,,,Children in formal childcare or education 
Austria,2018,Sheet 6 FROM 3 AROPE,72.6,,,,Children in formal childcare or education 
Austria,2019,Sheet 6 FROM 3 AROPE,82.2,,,,Children in formal childcare or education 
Austria,2020,Sheet 6 FROM 3 AROPE,73,,,,Children in formal childcare or education 
Austria,2021,Sheet 6 FROM 3 AROPE,79.8,,,,Children in formal childcare or education 
Austria,2022,Sheet 6 FROM 3 AROPE,85.6,,,,Children in formal childcare or education 
Austria,2023,Sheet 6 FROM 3 AROPE,78.8,,,,Children in formal childcare or education 
Austria,2024,Sheet 6 FROM 3 AROPE,77.2,,,,Children in formal childcare or education 
Belgium,2015,Sheet 6 FROM 3 AROPE,97.3,,,,Children in formal childcare or education 
Belgium,2016,Sheet 6 FROM 3 AROPE,97.7,,,,Children in formal childcare or education 
Belgium,2017,Sheet 6 FROM 3 AROPE,99.8,,,,Children in formal childcare or education 
Belgium,2018,Sheet 6 FROM 3 AROPE,95.6,,,,Children in formal childcare or education 
Belgium,2019,Sheet 6 FROM 3 AROPE,98.6,,b,,Children in formal childcare or education 
Belgium,2020,Sheet 6 FROM 3 AROPE,94.9,,,,Children in formal childcare or education 
Belgium,2021,Sheet 6 FROM 3 AROPE,94.6,,,,Children in formal childcare or education 
Belgium,2022,Sheet 6 FROM 3 AROPE,92.8,,,,Children in formal childcare or education 
Belgium,2023,Sheet 6 FROM 3 AROPE,97.3,,,,Children in formal childcare or education 
Belgium,2024,Sheet 6 FROM 3 AROPE,97.9,,,,Children in formal childcare or education 
Bulgaria,2015,Sheet 6 FROM 3 AROPE,63.4,,,,Children in formal childcare or education 
Bulgaria,2016,Sheet 6 FROM 3 AROPE,65.9,,,,Children in formal childcare or education 
Bulgaria,2017,Sheet 6 FROM 3 AROPE,53.8,,,,Children in formal childcare or education 
Bulgaria,2018,Sheet 6 FROM 3 AROPE,49,,,,Children in formal childcare or education 
Bulgaria,2019,Sheet 6 FROM 3 AROPE,70.6,,,,Children in formal childcare or education 
Bulgaria,2020,Sheet 6 FROM 3 AROPE,81.9,,,,Children in formal childcare or education 
Bulgaria,2021,Sheet 6 FROM 3 AROPE,82.5,,,,Children in formal childcare or education 
Bulgaria,2022,Sheet 6 FROM 3 AROPE,83.1,,,,Children in formal childcare or education 
Bulgaria,2023,Sheet 6 FROM 3 AROPE,89,,,,Children in formal childcare or education 
Bulgaria,2024,Sheet 6 FROM 3 AROPE,84,,,,Children in formal childcare or education 
Croatia,2015,Sheet 6 FROM 3 AROPE,35,,,,Children in formal childcare or education 
Croatia,2016,Sheet 6 FROM 3 AROPE,32.7,,,,Children in formal childcare or education 
Croatia,2017,Sheet 6 FROM 3 AROPE,41.4,,,,Children in formal childcare or education 
Croatia,2018,Sheet 6 FROM 3 AROPE,37.7,,,,Children in formal childcare or education 
Croatia,2019,Sheet 6 FROM 3 AROPE,43.3,,,,Children in formal childcare or education 
Croatia,2020,Sheet 6 FROM 3 AROPE,40.4,,,,Children in formal childcare or education 
Croatia,2021,Sheet 6 FROM 3 AROPE,42.6,,,,Children in formal childcare or education 
Croatia,2022,Sheet 6 FROM 3 AROPE,58.5,,,,Children in formal childcare or education 
Croatia,2023,Sheet 6 FROM 3 AROPE,56.6,,,,Children in formal childcare or education 
Croatia,2024,Sheet 6 FROM 3 AROPE,66.2,,,,Children in formal childcare or education 
Cyprus,2015,Sheet 6 FROM 3 AROPE,77.6,,,,Children in formal childcare or education 
Cyprus,2016,Sheet 6 FROM 3 AROPE,75.6,,,,Children in formal childcare or education 
Cyprus,2017,Sheet 6 FROM 3 AROPE,77.7,,,,Children in formal childcare or education 
Cyprus,2018,Sheet 6 FROM 3 AROPE,87.8,,u,,Children in formal childcare or education 
Cyprus,2019,Sheet 6 FROM 3 AROPE,71.7,,,,Children in formal childcare or education 
Cyprus,2020,Sheet 6 FROM 3 AROPE,67.8,,,,Children in formal childcare or education 
Cyprus,2021,Sheet 6 FROM 3 AROPE,66.2,,u,,Children in formal childcare or education 
Cyprus,2022,Sheet 6 FROM 3 AROPE,57.6,,,,Children in formal childcare or education 
Cyprus,2023,Sheet 6 FROM 3 AROPE,63.8,,u,,Children in formal childcare or education 
Cyprus,2024,Sheet 6 FROM 3 AROPE,69.6,,u,,Children in formal childcare or education 
Czechia,2015,Sheet 6 FROM 3 AROPE,70.5,,,,Children in formal childcare or education 
Czechia,2016,Sheet 6 FROM 3 AROPE,68.3,,,,Children in formal childcare or education 
Czechia,2017,Sheet 6 FROM 3 AROPE,68.9,,,,Children in formal childcare or education 
Czechia,2018,Sheet 6 FROM 3 AROPE,50.5,,,,Children in formal childcare or education 
Czechia,2019,Sheet 6 FROM 3 AROPE,64.2,,,,Children in formal childcare or education 
Czechia,2020,Sheet 6 FROM 3 AROPE,63,,,,Children in formal childcare or education 
Czechia,2021,Sheet 6 FROM 3 AROPE,42.1,,,,Children in formal childcare or education 
Czechia,2022,Sheet 6 FROM 3 AROPE,68,,,,Children in formal childcare or education 
Czechia,2023,Sheet 6 FROM 3 AROPE,64.4,,,,Children in formal childcare or education 
Czechia,2024,Sheet 6 FROM 3 AROPE,73,,,,Children in formal childcare or education 
Denmark,2015,Sheet 6 FROM 3 AROPE,97.9,,u,,Children in formal childcare or education 
Denmark,2016,Sheet 6 FROM 3 AROPE,88.1,,u,,Children in formal childcare or education 
Denmark,2017,Sheet 6 FROM 3 AROPE,79.2,,u,,Children in formal childcare or education 
Denmark,2018,Sheet 6 FROM 3 AROPE,98.5,,u,,Children in formal childcare or education 
Denmark,2019,Sheet 6 FROM 3 AROPE,84.7,,u,,Children in formal childcare or education 
Denmark,2020,Sheet 6 FROM 3 AROPE,100,,u,,Children in formal childcare or education 
Denmark,2021,Sheet 6 FROM 3 AROPE,90.5,,u,,Children in formal childcare or education 
Denmark,2022,Sheet 6 FROM 3 AROPE,91.5,,u,,Children in formal childcare or education 
Denmark,2023,Sheet 6 FROM 3 AROPE,89,,b,,Children in formal childcare or education 
Denmark,2024,Sheet 6 FROM 3 AROPE,100,,u,,Children in formal childcare or education 
EU27,2015,Sheet 6 FROM 3 AROPE,80.1,,,,Children in formal childcare or education 
EU27,2016,Sheet 6 FROM 3 AROPE,83.6,,,,Children in formal childcare or education 
EU27,2017,Sheet 6 FROM 3 AROPE,83.5,,,,Children in formal childcare or education 
EU27,2018,Sheet 6 FROM 3 AROPE,84.5,,,,Children in formal childcare or education 
